eventID,parentEventID,samplingProtocol,samplingEffort,decimalLatitude,decimalLongitude,eventDate,type,language,license,rightsHolder,datasetID,institutionCode,datasetName,habitat,country,geodeticDatum,coordinateUncertaintyInMeters
DIGITAF_FLANDERS:SAMPLE:Zw2:crtl:Pitfall:Trap1,DIGITAF_FLANDERS:LOCATION:Zw2,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",50.841705,3.746366,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zw2:tree:Pitfall:Trap1,DIGITAF_FLANDERS:LOCATION:Zw2,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",50.842518,3.745591,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Zw2:tree:Pitfall:Trap2,DIGITAF_FLANDERS:LOCATION:Zw2,pitfall,"1 trap for 14 days, Ø 9 cm, depth 11 cm, antifreeze",50.842518,3.745591,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Bo:crop:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Bo,15' transect,15 min over 50 m,50.799289554817,4.81360686265912,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Bo:crtl:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Bo,15' transect,15 min over 50 m,50.80072,4.812192,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Bo:crtl:Transect:September,DIGITAF_FLANDERS:LOCATION:Bo,15' transect,15 min over 50 m,50.80072,4.812192,2023-09-06,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Bo:tree:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Bo,15' transect,15 min over 50 m,50.798534,4.814494,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Bo:tree:Transect:September,DIGITAF_FLANDERS:LOCATION:Bo,15' transect,15 min over 50 m,50.798534,4.814494,2023-09-06,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Bo1:crtl:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Bo1,15' transect,15 min over 50 m,50.830734,4.813417,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Bo1:crtl:Transect:September,DIGITAF_FLANDERS:LOCATION:Bo1,15' transect,15 min over 50 m,50.830734,4.813417,2023-09-06,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Bo1:tree:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Bo1,15' transect,15 min over 50 m,50.831448,4.813626,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Bo1:tree:Transect:September,DIGITAF_FLANDERS:LOCATION:Bo1,15' transect,15 min over 50 m,50.831448,4.813626,2023-09-06,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Bo2:crtl:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Bo2,15' transect,15 min over 50 m,50.804672,5.00229,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Bo2:crtl:Transect:September,DIGITAF_FLANDERS:LOCATION:Bo2,15' transect,15 min over 50 m,50.804672,5.00229,2023-09-06,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Bo2:tree:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Bo2,15' transect,15 min over 50 m,50.804695,5.003687,2023-06-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Bo2:tree:Transect:September,DIGITAF_FLANDERS:LOCATION:Bo2,15' transect,15 min over 50 m,50.804695,5.003687,2023-09-06,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Ge1:crtl:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Ge1,15' transect,15 min over 50 m,51.011478,3.685224,2023-05-25,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Ge1:crtl:Transect:September,DIGITAF_FLANDERS:LOCATION:Ge1,15' transect,15 min over 50 m,51.011478,3.685224,2023-09-07,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Ge1:tree:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Ge1,15' transect,15 min over 50 m,51.01141,3.686242,2023-05-25,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Ge1:tree:Transect:September,DIGITAF_FLANDERS:LOCATION:Ge1,15' transect,15 min over 50 m,51.01141,3.686242,2023-09-07,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Ie:crop:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Ie,15' transect,15 min over 50 m,50.898197,2.833149,2023-05-27,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Ie:crtl:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Ie,15' transect,15 min over 50 m,50.898647,2.833769,2023-05-27,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Ie:crtl:Transect:September,DIGITAF_FLANDERS:LOCATION:Ie,15' transect,15 min over 50 m,50.898647,2.833769,2023-09-07,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Ie:tree:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Ie,15' transect,15 min over 50 m,50.897827,2.834499,2023-05-27,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Ie:tree:Transect:September,DIGITAF_FLANDERS:LOCATION:Ie,15' transect,15 min over 50 m,50.897827,2.834499,2023-09-07,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Ie1:crtl:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Ie1,15' transect,15 min over 50 m,50.869884,2.80778,2023-05-27,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Ie1:crtl:Transect:September,DIGITAF_FLANDERS:LOCATION:Ie1,15' transect,15 min over 50 m,50.869884,2.80778,2023-09-07,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Ie1:tree:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Ie1,15' transect,15 min over 50 m,50.868481,2.808143,2023-05-27,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Ie1:tree:Transect:September,DIGITAF_FLANDERS:LOCATION:Ie1,15' transect,15 min over 50 m,50.868481,2.808143,2023-09-07,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Ie2:crtl:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Ie2,15' transect,15 min over 50 m,50.894154,2.837079,2023-05-27,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Ie2:crtl:Transect:September,DIGITAF_FLANDERS:LOCATION:Ie2,15' transect,15 min over 50 m,50.894154,2.837079,2023-09-07,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Ie2:tree:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Ie2,15' transect,15 min over 50 m,50.892433,2.838647,2023-05-27,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Ie2:tree:Transect:September,DIGITAF_FLANDERS:LOCATION:Ie2,15' transect,15 min over 50 m,50.892433,2.838647,2023-09-07,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:L1:crtl:Transect:Spring,DIGITAF_FLANDERS:LOCATION:L1,15' transect,15 min over 50 m,50.818477,4.672386,2023-06-10,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:L1:crtl:Transect:September,DIGITAF_FLANDERS:LOCATION:L1,15' transect,15 min over 50 m,50.818477,4.672386,2023-09-06,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:L1:tree:Transect:Spring,DIGITAF_FLANDERS:LOCATION:L1,15' transect,15 min over 50 m,50.819168,4.673106,2023-06-10,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:L1:tree:Transect:September,DIGITAF_FLANDERS:LOCATION:L1,15' transect,15 min over 50 m,50.819168,4.673106,2023-09-06,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:L2:crtl:Transect:Spring,DIGITAF_FLANDERS:LOCATION:L2,15' transect,15 min over 50 m,50.829258,4.671156,2023-06-10,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:L2:crtl:Transect:September,DIGITAF_FLANDERS:LOCATION:L2,15' transect,15 min over 50 m,50.829258,4.671156,2023-09-06,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:L2:tree:Transect:Spring,DIGITAF_FLANDERS:LOCATION:L2,15' transect,15 min over 50 m,50.830441,4.670732,2023-06-10,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:L2:tree:Transect:September,DIGITAF_FLANDERS:LOCATION:L2,15' transect,15 min over 50 m,50.830441,4.670732,2023-09-06,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Mb:crop:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Mb,15' transect,15 min over 50 m,50.970043,3.755069,2023-06-14,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Mb:crtl:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Mb,15' transect,15 min over 50 m,50.969597,3.755234,2023-06-14,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Mb:crtl:Transect:September,DIGITAF_FLANDERS:LOCATION:Mb,15' transect,15 min over 50 m,50.969597,3.755234,2023-09-04,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Mb:tree:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Mb,15' transect,15 min over 50 m,50.970682,3.754116,2023-06-14,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Mb:tree:Transect:September,DIGITAF_FLANDERS:LOCATION:Mb,15' transect,15 min over 50 m,50.970682,3.754116,2023-09-04,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Mb1:crtl:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Mb1,15' transect,15 min over 50 m,50.962509,3.764582,2023-05-23,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Mb1:crtl:Transect:September,DIGITAF_FLANDERS:LOCATION:Mb1,15' transect,15 min over 50 m,50.962509,3.764582,2023-09-04,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Mb1:tree:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Mb1,15' transect,15 min over 50 m,50.96162,3.764554,2023-05-23,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Mb1:tree:Transect:September,DIGITAF_FLANDERS:LOCATION:Mb1,15' transect,15 min over 50 m,50.96162,3.764554,2023-09-04,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Me:crop:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Me,15' transect,15 min over 50 m,50.98959,3.828819,2023-05-24,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Me:crop:Transect:September,DIGITAF_FLANDERS:LOCATION:Me,15' transect,15 min over 50 m,50.98959,3.828819,2023-09-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Me:crtl:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Me,15' transect,15 min over 50 m,50.988918,3.828591,2023-05-24,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Me:crtl:Transect:September,DIGITAF_FLANDERS:LOCATION:Me,15' transect,15 min over 50 m,50.988918,3.828591,2023-09-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Me:tree:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Me,15' transect,15 min over 50 m,50.989864,3.829628,2023-05-24,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Me:tree:Transect:September,DIGITAF_FLANDERS:LOCATION:Me,15' transect,15 min over 50 m,50.989864,3.829628,2023-09-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Me1:crtl:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Me1,15' transect,15 min over 50 m,50.99086,3.820881,2023-05-24,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Me1:crtl:Transect:September,DIGITAF_FLANDERS:LOCATION:Me1,15' transect,15 min over 50 m,50.99086,3.820881,2023-09-14,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Me1:tree:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Me1,15' transect,15 min over 50 m,50.992008,3.820138,2023-05-24,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Me1:tree:Transect:September,DIGITAF_FLANDERS:LOCATION:Me1,15' transect,15 min over 50 m,50.992008,3.820138,2023-09-14,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Me2:crtl:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Me2,15' transect,15 min over 50 m,50.988483,3.808303,2023-05-24,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Me2:crtl:Transect:September,DIGITAF_FLANDERS:LOCATION:Me2,15' transect,15 min over 50 m,50.988483,3.808303,2023-09-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Me2:tree:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Me2,15' transect,15 min over 50 m,50.988411,3.808989,2023-05-24,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Me2:tree:Transect:September,DIGITAF_FLANDERS:LOCATION:Me2,15' transect,15 min over 50 m,50.988411,3.808989,2023-09-12,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Oz:crop:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Oz,15' transect,15 min over 50 m,50.930752,3.833002,2023-05-23,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Oz:crop:Transect:September,DIGITAF_FLANDERS:LOCATION:Oz,15' transect,15 min over 50 m,50.930752,3.833002,2023-09-05,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Oz:crtl:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Oz,15' transect,15 min over 50 m,50.930698,3.833295,2023-05-23,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Oz:crtl:Transect:September,DIGITAF_FLANDERS:LOCATION:Oz,15' transect,15 min over 50 m,50.930698,3.833295,2023-09-05,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Oz:tree:Transect:Spring,DIGITAF_FLANDERS:LOCATION:Oz,15' transect,15 min over 50 m,50.930286,3.833097,2023-05-23,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:Oz:tree:Transect:September,DIGITAF_FLANDERS:LOCATION:Oz,15' transect,15 min over 50 m,50.930286,3.833097,2023-09-05,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
DIGITAF_FLANDERS:SAMPLE:PL:crop:Transect:Spring,DIGITAF_FLANDERS:LOCATION:PL,15' transect,15 min over 50 m,50.759422,4.036237,2023-06-14,Event,en,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Ghent University,,UGent,Landscape mitigation effects for improvements of biodiversity levels in tree rows next to cereal fields,agricultural landscape,Belgium,EPSG:4326,5
