"","Loc","Type","Spec","Trapnr","Sex","Comments","Method","Det","Stage","Number","Family","Order","Spec_group","lat","lng","date","occurrenceID"
"119","Bo1","crtl","Poecilus cupreus",2,"M","","Pitfall","Marc Vankerckvoorde","Ad",8,"Carabidae","Coleoptera","carabid beetles",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:8f0055ddfb80f595"
"120","Bo1","crtl","Polydesmus coriaceus",2,"M","","Pitfall","Pallieter De Smedt","Ad",3,"Polydesmidae","Polydesmida","millipedes",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:f1d79b0610e48895"
"121","Bo1","crtl","Drassyllus lutetianus",1,"F","","Pitfall","Johan Van Keer","Ad",1,"Gnaphosidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:f32ff85577f9c7ff"
"122","Bo1","crtl","Pardosa palustris",2,"F","","Pitfall","Johan Van Keer","Ad",1,"Lycosidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:623fe2178b8b9e8f"
"123","Bo1","crtl","Oedothorax apicatus",2,"M","","Pitfall","Johan Van Keer","Ad",1,"Linyphiidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:63bc9373274326cd"
"124","Bo1","crtl","Loricera pilicornis",1,"F","","Pitfall","Marc Vankerckvoorde","Ad",2,"Carabidae","Coleoptera","carabid beetles",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:e1037869f8ea38bb"
"125","Bo1","crtl","Anisodactylus signatus",1,"F","","Pitfall","Marc Vankerckvoorde","Ad",1,"Carabidae","Coleoptera","carabid beetles",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:d29a0b23a6b42116"
"126","Bo1","crtl","Harpalus rufipes",2,"M","","Pitfall","Marc Vankerckvoorde","Ad",2,"Carabidae","Coleoptera","carabid beetles",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:a54d00187a822c96"
"127","Bo1","crtl","Trachyzelotes pedestris",2,"F","","Pitfall","Johan Van Keer","Ad",2,"Gnaphosidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:e0d30f09ed5dca33"
"128","Bo1","crtl","Oedothorax apicatus",1,"F","","Pitfall","Johan Van Keer","Ad",1,"Linyphiidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:95011c620044e0fe"
"129","Bo1","crtl","Poecilus versicolor",1,"F","","Pitfall","Marc Vankerckvoorde","Ad",1,"Carabidae","Coleoptera","carabid beetles",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:4d91523c3ff9c06c"
"130","Bo1","crtl","Brachyiulus pusillus",1,"M","","Pitfall","Pallieter De Smedt","Ad",1,"Julidae","Julida","millipedes",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:326112f5fabe6389"
"131","Bo1","crtl","Nebria brevicollis",1,"F","","Pitfall","Marc Vankerckvoorde","Ad",1,"Carabidae","Coleoptera","carabid beetles",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:fb9615f9d433b8e4"
"132","Bo1","crtl","Drassyllus lutetianus",1,"M","","Pitfall","Johan Van Keer","Ad",6,"Gnaphosidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:cea2e6d490ac7967"
"133","Bo1","crtl","Polydesmus inconstans",1,"M","","Pitfall","Pallieter De Smedt","Ad",1,"Polydesmidae","Polydesmida","millipedes",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:b29f194c25a5e6fb"
"134","Bo1","crtl","Pardosa palustris",1,"F","","Pitfall","Johan Van Keer","Ad",1,"Lycosidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:50b86c9210264718"
"135","Bo1","crtl","Bathyphantes gracilis",1,"F","","Pitfall","Johan Van Keer","Ad",1,"Linyphiidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:44ef20779b18698d"
"136","Bo1","crtl","Brachyiulus pusillus",1,"F","","Pitfall","Pallieter De Smedt","Ad",1,"Julidae","Julida","millipedes",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:2b367ad0c390cda9"
"137","Bo1","crtl","Lasius niger",1,"F","","Pitfall","Wouter Dekoninck","Ad",1,"Formicidae","Hymenoptera","ants",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:446199db8d438ca5"
"138","Bo1","crtl","Trachyzelotes pedestris",2,"M","","Pitfall","Johan Van Keer","Ad",2,"Gnaphosidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:8e1f2e6b00aa49dc"
"139","Bo1","crtl","Pardosa prativaga",2,"M","","Pitfall","Johan Van Keer","Ad",1,"Lycosidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:472c272f024f9a9e"
"140","Bo1","crtl","Harpalus rufipes",1,"F","","Pitfall","Marc Vankerckvoorde","Ad",2,"Carabidae","Coleoptera","carabid beetles",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:5fafdafa7bcdb53f"
"141","Bo1","crtl","Harpalus rufipes",2,"F","","Pitfall","Marc Vankerckvoorde","Ad",1,"Carabidae","Coleoptera","carabid beetles",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:3ee59b89e1ac19fc"
"142","Bo1","crtl","Amara aenea",2,"F","","Pitfall","Marc Vankerckvoorde","Ad",3,"Carabidae","Coleoptera","carabid beetles",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:c43dd1398a63d924"
"143","Bo1","crtl","Nebria salina",1,"F","","Pitfall","Marc Vankerckvoorde","Ad",1,"Carabidae","Coleoptera","carabid beetles",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:d9a96581afb863e4"
"144","Bo1","crtl","Aleocharinae spec.",1,"","","Pitfall","Marc Vankerckvoorde","Ad",1,"Staphylinidae","Coleoptera","staphylinid beetles",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:be3cb09db74549a3"
"145","Bo1","crtl","Lasius fuliginosus",1,"F","","Pitfall","Wouter Dekoninck","Ad",1,"Formicidae","Hymenoptera","ants",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:926db878de31c31e"
"146","Bo1","crtl","Poecilus cupreus",1,"M","","Pitfall","Marc Vankerckvoorde","Ad",5,"Carabidae","Coleoptera","carabid beetles",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:43ab8c2c505d022e"
"147","Bo1","crtl","Phrurolithus festivus",2,"M","","Pitfall","Johan Van Keer","Ad",1,"Phrurolithidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:04f03374f1011bc8"
"148","Bo1","crtl","Poecilus versicolor",2,"M","","Pitfall","Marc Vankerckvoorde","Ad",1,"Carabidae","Coleoptera","carabid beetles",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:097086475094d754"
"149","Bo1","crtl","Xysticus cristatus",2,"M","","Pitfall","Johan Van Keer","Ad",1,"Thomisidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:a80d0ac83a523cdf"
"150","Bo1","crtl","Philonthus cognatus",2,"","","Pitfall","Marc Vankerckvoorde","Ad",2,"Staphylinidae","Coleoptera","staphylinid beetles",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:a90054ae47c8c75a"
"151","Bo1","crtl","Polydesmus coriaceus",1,"M","","Pitfall","Pallieter De Smedt","Ad",2,"Polydesmidae","Polydesmida","millipedes",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:8413600e847c7147"
"152","Bo1","crtl","Trochosa ruricola",2,"M","","Pitfall","Johan Van Keer","Ad",2,"Lycosidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:150717da40edeae8"
"153","Bo1","crtl","Harpalus rufipes",1,"M","","Pitfall","Marc Vankerckvoorde","Ad",1,"Carabidae","Coleoptera","carabid beetles",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:8a83c67ff6562c63"
"154","Bo1","crtl","Polydesmus inconstans",2,"F","","Pitfall","Pallieter De Smedt","Ad",1,"Polydesmidae","Polydesmida","millipedes",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:faf69cd8c9964d6a"
"155","Bo1","crtl","Polydesmus inconstans",1,"F","","Pitfall","Pallieter De Smedt","Ad",1,"Polydesmidae","Polydesmida","millipedes",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:dd6901ae50e7d37f"
"156","Bo1","crtl","Trochosa ruricola",1,"M","","Pitfall","Johan Van Keer","Ad",11,"Lycosidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:8d3d2c0f925ed9ec"
"157","Bo1","crtl","Polydesmus coriaceus",1,"F","","Pitfall","Pallieter De Smedt","Ad",2,"Polydesmidae","Polydesmida","millipedes",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:20e9aa255abdb359"
"158","Bo1","crtl","Pardosa prativaga",1,"M","","Pitfall","Johan Van Keer","Ad",1,"Lycosidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:2a9801904beefc03"
"159","Bo1","crtl","Pardosa tenuipes",1,"F","","Pitfall","Johan Van Keer","Ad",8,"Lycosidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:1690a6304e0c8180"
"160","Bo1","crtl","Pachygnatha clercki",1,"M","","Pitfall","Johan Van Keer","Ad",1,"Tetragnathidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:4f400441a870d411"
"161","Bo1","crtl","Anchomenus dorsalis",1,"F","","Pitfall","Marc Vankerckvoorde","Ad",1,"Carabidae","Coleoptera","carabid beetles",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:52d0d83b2b5879ac"
"162","Bo1","crtl","Tenuiphantes tenuis",1,"F","","Pitfall","Johan Van Keer","Ad",1,"Linyphiidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:d4b2c0093fbebc32"
"163","Bo1","crtl","Anchomenus dorsalis",1,"M","","Pitfall","Marc Vankerckvoorde","Ad",1,"Carabidae","Coleoptera","carabid beetles",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:4134b1d056160502"
"164","Bo1","crtl","Trochosa ruricola",2,"F","","Pitfall","Johan Van Keer","Ad",1,"Lycosidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:e1d52cd563915f88"
"165","Bo1","crtl","Cylindroiulus caeruleocinctus",1,"M","","Pitfall","Pallieter De Smedt","Ad",2,"Julidae","Julida","millipedes",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:0ecb366fc45ba03a"
"166","Bo1","crtl","Poecilus cupreus",2,"F","","Pitfall","Marc Vankerckvoorde","Ad",8,"Carabidae","Coleoptera","carabid beetles",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:710bf02d5e637e94"
"167","Bo1","crtl","Pardosa tenuipes",2,"F","","Pitfall","Johan Van Keer","Ad",6,"Lycosidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:839c6bf2eda69a2f"
"168","Bo1","crtl","Cylindroiulus caeruleocinctus",1,"","","Pitfall","Pallieter De Smedt","Juv",1,"Julidae","Julida","millipedes",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:8680ee8a9e775780"
"169","Bo1","crtl","Pardosa palustris",2,"M","","Pitfall","Johan Van Keer","Ad",1,"Lycosidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:903971aa26ba5aa9"
"170","Bo1","crtl","Pardosa prativaga",1,"F","","Pitfall","Johan Van Keer","Ad",4,"Lycosidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:d82b97c888b14c63"
"171","Bo1","crtl","Pardosa pullata",1,"M","","Pitfall","Johan Van Keer","Ad",1,"Lycosidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:13ffb4b0d8c47f69"
"172","Bo1","crtl","Pardosa pullata",1,"F","","Pitfall","Johan Van Keer","Ad",2,"Lycosidae","Araneae","spiders",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:91d6e29954f36f63"
"173","Bo1","crtl","Brachyiulus pusillus",2,"M","","Pitfall","Pallieter De Smedt","Ad",2,"Julidae","Julida","millipedes",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:493c2802d7d7cbaa"
"174","Bo1","crtl","Porcellio scaber",1,"","","Pitfall","Pallieter De Smedt","Ad",1,"Porcellionidae","Isopoda","woodlice",50.830734,4.813417,2023-06-13,"DIGITAF_FLANDERS:af97eb9d47f2106c"
"175","Bo1","tree","Clubiona terrestris",2,"M","","Pitfall","Johan Van Keer","Ad",1,"Clubionidae","Araneae","spiders",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:5bb60943923c7242"
"176","Bo1","tree","Histopona torpida",2,"M","","Pitfall","Johan Van Keer","Ad",1,"Agelenidae","Araneae","spiders",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:edc7bcc3c0c90b89"
"177","Bo1","tree","Aleocharinae spec.",1,"","","Pitfall","Marc Vankerckvoorde","Ad",1,"Staphylinidae","Coleoptera","staphylinid beetles",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:f407a506cfd35e11"
"178","Bo1","tree","Trachyzelotes pedestris",1,"F","","Pitfall","Johan Van Keer","Ad",1,"Gnaphosidae","Araneae","spiders",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:2ee67bc666b0fa8b"
"179","Bo1","tree","Badister bullatus",1,"F","","Pitfall","Marc Vankerckvoorde","Ad",1,"Carabidae","Coleoptera","carabid beetles",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:9e77a0d55c9d9b62"
"180","Bo1","tree","Diplostyla concolor",2,"M","","Pitfall","Johan Van Keer","Ad",1,"Linyphiidae","Araneae","spiders",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:b1788650f8b89962"
"181","Bo1","tree","Poecilus versicolor",1,"F","","Pitfall","Marc Vankerckvoorde","Ad",1,"Carabidae","Coleoptera","carabid beetles",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:3ee5e338d2328b12"
"182","Bo1","tree","Trachyzelotes pedestris",1,"F","","Pitfall","Léon Baert","Ad",2,"Gnaphosidae","Araneae","spiders",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:81aacf25ac5205d4"
"183","Bo1","tree","Lasius brunneus",2,"F","","Pitfall","Wouter Dekoninck","Ad",1,"Formicidae","Hymenoptera","ants",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:27ad0dec53677c24"
"184","Bo1","tree","Harpalus rufipes",1,"M","","Pitfall","Marc Vankerckvoorde","Ad",1,"Carabidae","Coleoptera","carabid beetles",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:2abdf22273cfc7a3"
"185","Bo1","tree","Histopona torpida",2,"F","","Pitfall","Johan Van Keer","Ad",1,"Agelenidae","Araneae","spiders",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:7a75bdf18046adb7"
"186","Bo1","tree","Philoscia muscorum",2,"","","Pitfall","Pallieter De Smedt","Ad",34,"Philosciidae","Isopoda","woodlice",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:71119b9360c360a5"
"187","Bo1","tree","Harpalus affinis",1,"F","","Pitfall","Marc Vankerckvoorde","Ad",1,"Carabidae","Coleoptera","carabid beetles",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:58d550dadeeefebc"
"188","Bo1","tree","Lasius fuliginosus",1,"F","","Pitfall","Wouter Dekoninck","Ad",1,"Formicidae","Hymenoptera","ants",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:f277c7aac94c8e46"
"189","Bo1","tree","Lithobius forficatus",2,"","","Pitfall","Koen Lock","Ad",1,"Lithobiidae","Lithobiomorpha","centipedes",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:6bafca34aa217ae6"
"190","Bo1","tree","Ozyptila praticola",2,"M","","Pitfall","Johan Van Keer","Ad",2,"Thomisidae","Araneae","spiders",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:0ec6e11f701f5543"
"191","Bo1","tree","Drassyllus pusillus",1,"M","","Pitfall","Johan Van Keer","Ad",1,"Gnaphosidae","Araneae","spiders",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:b4b251b439fd1cda"
"192","Bo1","tree","Polydesmus coriaceus",1,"M","","Pitfall","Pallieter De Smedt","Ad",1,"Polydesmidae","Polydesmida","millipedes",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:f0b79cd477ed2cfe"
"193","Bo1","tree","Polydesmus indet.",2,"","","Pitfall","Pallieter De Smedt","Ad",1,"Polydesmidae","Polydesmida","millipedes",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:0c77e669a1366f1c"
"194","Bo1","tree","Phrurolithus festivus",1,"F","","Pitfall","Léon Baert","Ad",1,"Phrurolithidae","Araneae","spiders",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:20070d4029270cfe"
"195","Bo1","tree","Polydesmus coriaceus",2,"F","","Pitfall","Pallieter De Smedt","Ad",2,"Polydesmidae","Polydesmida","millipedes",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:4e9f75f7a44e82c0"
"196","Bo1","tree","Armadillidium vulgare",2,"","","Pitfall","Pallieter De Smedt","Ad",1,"Armadillidiidae","Isopoda","woodlice",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:18c5671267e5d9dc"
"197","Bo1","tree","Lasius brunneus",1,"F","","Pitfall","Wouter Dekoninck","Ad",1,"Formicidae","Hymenoptera","ants",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:03ceae5d4f9dc3d8"
"198","Bo1","tree","Eratigena picta",2,"F","","Pitfall","Johan Van Keer","Ad",1,"Agelenidae","Araneae","spiders",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:acf9da3ca091dbb2"
"199","Bo1","tree","Polydesmus indet.",1,"","","Pitfall","Pallieter De Smedt","Ad",1,"Polydesmidae","Polydesmida","millipedes",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:22f1d4547cf72319"
"200","Bo1","tree","Enoplognatha thoracica",2,"M","","Pitfall","Johan Van Keer","Ad",1,"Theridiidae","Araneae","spiders",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:90f79a7752ea40ec"
"201","Bo1","tree","Philoscia muscorum",1,"","","Pitfall","Pallieter De Smedt","Ad",29,"Philosciidae","Isopoda","woodlice",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:8b036847043fb3c3"
"202","Bo1","tree","Trachyzelotes pedestris",2,"F","","Pitfall","Johan Van Keer","Ad",2,"Gnaphosidae","Araneae","spiders",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:457cd69aa2fb0402"
"203","Bo1","tree","Eratigena picta",2,"M","","Pitfall","Johan Van Keer","Ad",2,"Agelenidae","Araneae","spiders",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:53dffc675ded758c"
"204","Bo1","tree","Quedius levicollis",1,"","","Pitfall","Marc Vankerckvoorde","Ad",1,"Staphylinidae","Coleoptera","staphylinid beetles",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:a4e85488745ed1f8"
"205","Bo1","tree","Porcellio scaber",1,"","","Pitfall","Pallieter De Smedt","Ad",4,"Porcellionidae","Isopoda","woodlice",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:40417b094b69963a"
"206","Bo1","tree","Eratigena picta",1,"M","","Pitfall","Johan Van Keer","Ad",1,"Agelenidae","Araneae","spiders",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:23f7d641495b1ed3"
"207","Bo1","tree","Lasius fuliginosus",2,"F","","Pitfall","Wouter Dekoninck","Ad",2,"Formicidae","Hymenoptera","ants",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:c5fcf1888ddd0944"
"208","Bo1","tree","Lasius niger",2,"F","","Pitfall","Wouter Dekoninck","Ad",1,"Formicidae","Hymenoptera","ants",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:36d11d4e0c13a5e9"
"209","Bo1","tree","Lasius niger",1,"F","","Pitfall","Wouter Dekoninck","Ad",1,"Formicidae","Hymenoptera","ants",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:f579ffa137e95687"
"210","Bo1","tree","Cylindroiulus caeruleocinctus",1,"F","","Pitfall","Pallieter De Smedt","Ad",1,"Julidae","Julida","millipedes",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:e9282b16f5071a3e"
"211","Bo1","tree","Trachyzelotes pedestris",1,"M","","Pitfall","Johan Van Keer","Ad",2,"Gnaphosidae","Araneae","spiders",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:b768607ae87cc22e"
"212","Bo1","tree","Polydesmus coriaceus",2,"M","","Pitfall","Pallieter De Smedt","Ad",1,"Polydesmidae","Polydesmida","millipedes",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:5c0f540c656c673c"
"213","Bo1","tree","Trachyzelotes pedestris",2,"M","","Pitfall","Johan Van Keer","Ad",4,"Gnaphosidae","Araneae","spiders",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:ad9c6737b2a448c7"
"214","Bo1","tree","Armadillidium vulgare",1,"","","Pitfall","Pallieter De Smedt","Ad",47,"Armadillidiidae","Isopoda","woodlice",50.831448,4.813626,2023-06-13,"DIGITAF_FLANDERS:fa76c5f64595d89a"
"215","Bo2","crtl","Xysticus cristatus",2,"M","","Pitfall","Johan Van Keer","Ad",1,"Thomisidae","Araneae","spiders",50.804672,5.00229,2023-06-13,"DIGITAF_FLANDERS:e3adbb39473d636d"
"216","Bo2","crtl","Tenuiphantes tenuis",2,"F","","Pitfall","Johan Van Keer","Ad",1,"Linyphiidae","Araneae","spiders",50.804672,5.00229,2023-06-13,"DIGITAF_FLANDERS:42020a46d36c5833"
"217","Bo2","crtl","Harpalus rufipes",2,"F","","Pitfall","Marc Vankerckvoorde","Ad",1,"Carabidae","Coleoptera","carabid beetles",50.804672,5.00229,2023-06-13,"DIGITAF_FLANDERS:83c793345fbdfb5d"
"218","Bo2","crtl","Phalangium opilio",2,"F","","Pitfall","Pallieter De Smedt","Ad",1,"Phalangiidae","Opiliones","harvestmen",50.804672,5.00229,2023-06-13,"DIGITAF_FLANDERS:8855f1136fe255e9"
"219","Bo2","crtl","Pardosa agrestis",1,"M","CJVK","Pitfall","Johan Van Keer","Ad",1,"Lycosidae","Araneae","spiders",50.804672,5.00229,2023-06-13,"DIGITAF_FLANDERS:85a6ea3f4ce4f629"
"220","Bo2","crtl","Lasius niger",1,"F","","Pitfall","Wouter Dekoninck","Ad",6,"Formicidae","Hymenoptera","ants",50.804672,5.00229,2023-06-13,"DIGITAF_FLANDERS:6d77b38bb7b5d115"
"221","Bo2","crtl","Phrurolithus festivus",2,"F","","Pitfall","Johan Van Keer","Ad",1,"Phrurolithidae","Araneae","spiders",50.804672,5.00229,2023-06-13,"DIGITAF_FLANDERS:26781adbbc9a48e3"
"222","Bo2","crtl","Bembidion lampros",1,"F","","Pitfall","Marc Vankerckvoorde","Ad",1,"Carabidae","Coleoptera","carabid beetles",50.804672,5.00229,2023-06-13,"DIGITAF_FLANDERS:19f3c6a81ac8eab5"
"223","Bo2","crtl","Pardosa tenuipes",1,"F","","Pitfall","Johan Van Keer","Ad",2,"Lycosidae","Araneae","spiders",50.804672,5.00229,2023-06-13,"DIGITAF_FLANDERS:521f172b63c53c96"
"224","Bo2","crtl","Phlegra fasciata",1,"M","","Pitfall","Johan Van Keer","Ad",1,"Salticidae","Araneae","spiders",50.804672,5.00229,2023-06-13,"DIGITAF_FLANDERS:520960a705374e79"
"225","Bo2","crtl","Harpalus rufipes",1,"F","","Pitfall","Marc Vankerckvoorde","Ad",1,"Carabidae","Coleoptera","carabid beetles",50.804672,5.00229,2023-06-13,"DIGITAF_FLANDERS:2d483fa37e5b1379"
"226","Bo2","crtl","Harpalus distinguendus",2,"M","","Pitfall","Marc Vankerckvoorde","Ad",1,"Carabidae","Coleoptera","carabid beetles",50.804672,5.00229,2023-06-13,"DIGITAF_FLANDERS:289b458f525c1523"
"227","Bo2","crtl","Pardosa tenuipes",2,"F","","Pitfall","Johan Van Keer","Ad",1,"Lycosidae","Araneae","spiders",50.804672,5.00229,2023-06-13,"DIGITAF_FLANDERS:6ea41614e2bd1c5b"
"228","Bo2","crtl","Bembidion lampros",2,"F","","Pitfall","Marc Vankerckvoorde","Ad",1,"Carabidae","Coleoptera","carabid beetles",50.804672,5.00229,2023-06-13,"DIGITAF_FLANDERS:5f804324c389b53d"
"229","Bo2","crtl","Pardosa palustris",2,"F","","Pitfall","Johan Van Keer","Ad",1,"Lycosidae","Araneae","spiders",50.804672,5.00229,2023-06-13,"DIGITAF_FLANDERS:69580c2d35c5a3a7"
"230","Bo2","crtl","Amara aenea",2,"M","","Pitfall","Marc Vankerckvoorde","Ad",1,"Carabidae","Coleoptera","carabid beetles",50.804672,5.00229,2023-06-13,"DIGITAF_FLANDERS:e4d4d4f004f68471"
"231","Bo2","crtl","Harpalus distinguendus",1,"M","","Pitfall","Marc Vankerckvoorde","Ad",1,"Carabidae","Coleoptera","carabid beetles",50.804672,5.00229,2023-06-13,"DIGITAF_FLANDERS:b2f1ac981482054a"
"232","Bo2","crtl","Quedius levicollis",1,"","","Pitfall","Marc Vankerckvoorde","Ad",3,"Staphylinidae","Coleoptera","staphylinid beetles",50.804672,5.00229,2023-06-13,"DIGITAF_FLANDERS:22aa41a002aff4d2"
"233","Bo2","crtl","Pardosa palustris",1,"F","","Pitfall","Johan Van Keer","Ad",2,"Lycosidae","Araneae","spiders",50.804672,5.00229,2023-06-13,"DIGITAF_FLANDERS:8f16860c42b5b131"
"234","Bo2","crtl","Alopecosa pulverulenta",1,"F","","Pitfall","Johan Van Keer","Ad",1,"Lycosidae","Araneae","spiders",50.804672,5.00229,2023-06-13,"DIGITAF_FLANDERS:ffc52fcd069bd431"
