"Loc","Type","Spec","TAG","date","Family","Order","lat","lng","Spec_group","Stage","Sex","Det","Number","Method","occurrenceID"
"Bo","crop","Triticum aestivum","Bo_crop",2023-06-12,"Poaceae","Poales",50.799289554817,4.81360686265912,"plants","Ad","","Jari Vandendendriessche",95,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo:crop:2023-06-12:1"
"Bo","crtl","Anisantha sterilis","Bo_crtl",2023-06-12,"Poaceae","Poales",50.80072,4.812192,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo:crtl:2023-06-12:2"
"Bo","crtl","Arrhenatherum elatius","Bo_crtl",2023-06-12,"Poaceae","Poales",50.80072,4.812192,"plants","Ad","","Jari Vandendendriessche",75,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo:crtl:2023-06-12:3"
"Bo","crtl","Cirsium arvense","Bo_crtl",2023-06-12,"Asteraceae","Asterales",50.80072,4.812192,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo:crtl:2023-06-12:4"
"Bo","crtl","Convolvulus arvensis","Bo_crtl",2023-06-12,"Convolvulaceae","Solanales",50.80072,4.812192,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo:crtl:2023-06-12:5"
"Bo","crtl","Dactylis glomerata","Bo_crtl",2023-06-12,"Poaceae","Poales",50.80072,4.812192,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo:crtl:2023-06-12:6"
"Bo","crtl","Equisetum arvense","Bo_crtl",2023-06-12,"Equisetaceae","Equisetales",50.80072,4.812192,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo:crtl:2023-06-12:7"
"Bo","crtl","Galium aparine","Bo_crtl",2023-06-12,"Rubiaceae","Gentianales",50.80072,4.812192,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo:crtl:2023-06-12:8"
"Bo","crtl","Lolium perenne","Bo_crtl",2023-06-12,"Poaceae","Poales",50.80072,4.812192,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo:crtl:2023-06-12:9"
"Bo","crtl","Rumex crispus","Bo_crtl",2023-06-12,"Polygonaceae","Caryophyllales",50.80072,4.812192,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo:crtl:2023-06-12:10"
"Bo","crtl","Urtica dioica","Bo_crtl",2023-06-12,"Urticaceae","Rosales",50.80072,4.812192,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo:crtl:2023-06-12:11"
"Bo","crtl","Vicia sativa","Bo_crtl",2023-06-12,"Fabaceae","Fabales",50.80072,4.812192,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo:crtl:2023-06-12:12"
"Bo","tree","Anisantha sterilis","Bo_tree",2023-06-12,"Poaceae","Poales",50.798534,4.814494,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo:tree:2023-06-12:13"
"Bo","tree","Arrhenatherum elatius","Bo_tree",2023-06-12,"Poaceae","Poales",50.798534,4.814494,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo:tree:2023-06-12:14"
"Bo","tree","Artemisia vulgaris","Bo_tree",2023-06-12,"Asteraceae","Asterales",50.798534,4.814494,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo:tree:2023-06-12:15"
"Bo","tree","Chaerophyllum temulum","Bo_tree",2023-06-12,"Apiaceae","Apiales",50.798534,4.814494,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo:tree:2023-06-12:16"
"Bo","tree","Lamium album","Bo_tree",2023-06-12,"Lamiaceae","Lamiales",50.798534,4.814494,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo:tree:2023-06-12:17"
"Bo","tree","Poa trivialis","Bo_tree",2023-06-12,"Poaceae","Poales",50.798534,4.814494,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo:tree:2023-06-12:18"
"Bo","tree","Populus x canadensis (P. deltoides x P. nigra)","Bo_tree",2023-06-12,"Salicaceae","Malpighiales",50.798534,4.814494,"plants","Ad","","Jari Vandendendriessche",98,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo:tree:2023-06-12:19"
"Bo","tree","Rubus Sec. Rubus","Bo_tree",2023-06-12,"Rosaceae","Rosales",50.798534,4.814494,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo:tree:2023-06-12:20"
"Bo","tree","Sambucus nigra","Bo_tree",2023-06-12,"Viburnaceae","Dipsacales",50.798534,4.814494,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo:tree:2023-06-12:21"
"Bo","tree","Triticum aestivum","Bo_tree",2023-06-12,"Poaceae","Poales",50.798534,4.814494,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo:tree:2023-06-12:22"
"Bo","tree","Urtica dioica","Bo_tree",2023-06-12,"Urticaceae","Rosales",50.798534,4.814494,"plants","Ad","","Jari Vandendendriessche",55,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo:tree:2023-06-12:23"
"Bo1","crtl","Anisantha sterilis","Bo1_crtl",2023-06-12,"Poaceae","Poales",50.830734,4.813417,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:crtl:2023-06-12:24"
"Bo1","crtl","Betula pubescens","Bo1_crtl",2023-06-12,"Betulaceae","Fagales",50.830734,4.813417,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:crtl:2023-06-12:25"
"Bo1","crtl","Cirsium vulgare","Bo1_crtl",2023-06-12,"Asteraceae","Asterales",50.830734,4.813417,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:crtl:2023-06-12:26"
"Bo1","crtl","Epilobium parviflorum","Bo1_crtl",2023-06-12,"Onagraceae","Myrtales",50.830734,4.813417,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:crtl:2023-06-12:27"
"Bo1","crtl","Epilobium spec.","Bo1_crtl",2023-06-12,"Onagraceae","Myrtales",50.830734,4.813417,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:crtl:2023-06-12:28"
"Bo1","crtl","Erigeron sumatrensis","Bo1_crtl",2023-06-12,"Asteraceae","Asterales",50.830734,4.813417,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:crtl:2023-06-12:29"
"Bo1","crtl","Jacobaea vulgaris","Bo1_crtl",2023-06-12,"Asteraceae","Asterales",50.830734,4.813417,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:crtl:2023-06-12:30"
"Bo1","crtl","Lolium multiflorum","Bo1_crtl",2023-06-12,"Poaceae","Poales",50.830734,4.813417,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:crtl:2023-06-12:31"
"Bo1","crtl","Matricaria chamomilla","Bo1_crtl",2023-06-12,"Asteraceae","Asterales",50.830734,4.813417,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:crtl:2023-06-12:32"
"Bo1","crtl","Plantago major","Bo1_crtl",2023-06-12,"Plantaginaceae","Lamiales",50.830734,4.813417,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:crtl:2023-06-12:33"
"Bo1","crtl","Poa trivialis","Bo1_crtl",2023-06-12,"Poaceae","Poales",50.830734,4.813417,"plants","Ad","","Jari Vandendendriessche",45,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:crtl:2023-06-12:34"
"Bo1","crtl","Populus alba","Bo1_crtl",2023-06-12,"Salicaceae","Malpighiales",50.830734,4.813417,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:crtl:2023-06-12:35"
"Bo1","crtl","Prunus spinosa","Bo1_crtl",2023-06-12,"Rosaceae","Rosales",50.830734,4.813417,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:crtl:2023-06-12:36"
"Bo1","crtl","Salix caprea","Bo1_crtl",2023-06-12,"Salicaceae","Malpighiales",50.830734,4.813417,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:crtl:2023-06-12:37"
"Bo1","crtl","Sambucus nigra","Bo1_crtl",2023-06-12,"Viburnaceae","Dipsacales",50.830734,4.813417,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:crtl:2023-06-12:38"
"Bo1","crtl","Sonchus arvensis","Bo1_crtl",2023-06-12,"Asteraceae","Asterales",50.830734,4.813417,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:crtl:2023-06-12:39"
"Bo1","crtl","Symphyotrichum lanceolatum","Bo1_crtl",2023-06-12,"Asteraceae","Asterales",50.830734,4.813417,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:crtl:2023-06-12:40"
"Bo1","crtl","Taraxacum officinale s.l. (incl. all sec.)","Bo1_crtl",2023-06-12,"Asteraceae","Asterales",50.830734,4.813417,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:crtl:2023-06-12:41"
"Bo1","crtl","Urtica dioica","Bo1_crtl",2023-06-12,"Urticaceae","Rosales",50.830734,4.813417,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:crtl:2023-06-12:42"
"Bo1","tree","Anisantha sterilis","Bo1_tree",2023-06-12,"Poaceae","Poales",50.831448,4.813626,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:tree:2023-06-12:43"
"Bo1","tree","Arrhenatherum elatius","Bo1_tree",2023-06-12,"Poaceae","Poales",50.831448,4.813626,"plants","Ad","","Jari Vandendendriessche",45,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:tree:2023-06-12:44"
"Bo1","tree","Artemisia vulgaris","Bo1_tree",2023-06-12,"Asteraceae","Asterales",50.831448,4.813626,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:tree:2023-06-12:45"
"Bo1","tree","Bryonia dioica","Bo1_tree",2023-06-12,"Cucurbitaceae","Cucurbitales",50.831448,4.813626,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:tree:2023-06-12:46"
"Bo1","tree","Chenopodium album","Bo1_tree",2023-06-12,"Amaranthaceae","Caryophyllales",50.831448,4.813626,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:tree:2023-06-12:47"
"Bo1","tree","Cirsium arvense","Bo1_tree",2023-06-12,"Asteraceae","Asterales",50.831448,4.813626,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:tree:2023-06-12:48"
"Bo1","tree","Cotoneaster spec.","Bo1_tree",2023-06-12,"Rosaceae","Rosales",50.831448,4.813626,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:tree:2023-06-12:49"
"Bo1","tree","Dactylis glomerata","Bo1_tree",2023-06-12,"Poaceae","Poales",50.831448,4.813626,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:tree:2023-06-12:50"
"Bo1","tree","Hordeum vulgare","Bo1_tree",2023-06-12,"Poaceae","Poales",50.831448,4.813626,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:tree:2023-06-12:51"
"Bo1","tree","Oxybasis rubra","Bo1_tree",2023-06-12,"Amaranthaceae","Caryophyllales",50.831448,4.813626,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:tree:2023-06-12:52"
"Bo1","tree","Salix caprea","Bo1_tree",2023-06-12,"Salicaceae","Malpighiales",50.831448,4.813626,"plants","Ad","","Jari Vandendendriessche",75,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:tree:2023-06-12:53"
"Bo1","tree","Sambucus nigra","Bo1_tree",2023-06-12,"Viburnaceae","Dipsacales",50.831448,4.813626,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:tree:2023-06-12:54"
"Bo1","tree","Urtica dioica","Bo1_tree",2023-06-12,"Urticaceae","Rosales",50.831448,4.813626,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:tree:2023-06-12:55"
"Bo1","tree","Vicia sativa","Bo1_tree",2023-06-12,"Fabaceae","Fabales",50.831448,4.813626,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo1:tree:2023-06-12:56"
"Bo2","crtl","Anisantha sterilis","Bo2_crtl",2023-06-12,"Poaceae","Poales",50.804672,5.00229,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:crtl:2023-06-12:57"
"Bo2","crtl","Arrhenatherum elatius","Bo2_crtl",2023-06-12,"Poaceae","Poales",50.804672,5.00229,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:crtl:2023-06-12:58"
"Bo2","crtl","Bromus hordeaceus","Bo2_crtl",2023-06-12,"Poaceae","Poales",50.804672,5.00229,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:crtl:2023-06-12:59"
"Bo2","crtl","Capsella bursa-pastoris","Bo2_crtl",2023-06-12,"Brassicaceae","Brassicales",50.804672,5.00229,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:crtl:2023-06-12:60"
"Bo2","crtl","Chenopodium album","Bo2_crtl",2023-06-12,"Amaranthaceae","Caryophyllales",50.804672,5.00229,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:crtl:2023-06-12:61"
"Bo2","crtl","Dactylis glomerata","Bo2_crtl",2023-06-12,"Poaceae","Poales",50.804672,5.00229,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:crtl:2023-06-12:62"
"Bo2","crtl","Holcus lanatus","Bo2_crtl",2023-06-12,"Poaceae","Poales",50.804672,5.00229,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:crtl:2023-06-12:63"
"Bo2","crtl","Hordeum murinum","Bo2_crtl",2023-06-12,"Poaceae","Poales",50.804672,5.00229,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:crtl:2023-06-12:64"
"Bo2","crtl","Lolium multiflorum","Bo2_crtl",2023-06-12,"Poaceae","Poales",50.804672,5.00229,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:crtl:2023-06-12:65"
"Bo2","crtl","Matricaria chamomilla","Bo2_crtl",2023-06-12,"Asteraceae","Asterales",50.804672,5.00229,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:crtl:2023-06-12:66"
"Bo2","crtl","Plantago major","Bo2_crtl",2023-06-12,"Plantaginaceae","Lamiales",50.804672,5.00229,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:crtl:2023-06-12:67"
"Bo2","crtl","Poa annua","Bo2_crtl",2023-06-12,"Poaceae","Poales",50.804672,5.00229,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:crtl:2023-06-12:68"
"Bo2","crtl","Poa trivialis","Bo2_crtl",2023-06-12,"Poaceae","Poales",50.804672,5.00229,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:crtl:2023-06-12:69"
"Bo2","crtl","Polygonum aviculare","Bo2_crtl",2023-06-12,"Polygonaceae","Caryophyllales",50.804672,5.00229,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:crtl:2023-06-12:70"
"Bo2","crtl","Rorippa sylvestris","Bo2_crtl",2023-06-12,"Brassicaceae","Brassicales",50.804672,5.00229,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:crtl:2023-06-12:71"
"Bo2","tree","Achillea millefolium","Bo2_tree",2023-06-12,"Asteraceae","Asterales",50.804695,5.003687,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:tree:2023-06-12:72"
"Bo2","tree","Anisantha sterilis","Bo2_tree",2023-06-12,"Poaceae","Poales",50.804695,5.003687,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:tree:2023-06-12:73"
"Bo2","tree","Arrhenatherum elatius","Bo2_tree",2023-06-12,"Poaceae","Poales",50.804695,5.003687,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:tree:2023-06-12:74"
"Bo2","tree","Artemisia vulgaris","Bo2_tree",2023-06-12,"Asteraceae","Asterales",50.804695,5.003687,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:tree:2023-06-12:75"
"Bo2","tree","Avena sativa","Bo2_tree",2023-06-12,"Poaceae","Poales",50.804695,5.003687,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:tree:2023-06-12:76"
"Bo2","tree","Camelina sativa","Bo2_tree",2023-06-12,"Brassicaceae","Brassicales",50.804695,5.003687,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:tree:2023-06-12:77"
"Bo2","tree","Centaurea cyanus (cultivar)","Bo2_tree",2023-06-12,"Asteraceae","Asterales",50.804695,5.003687,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:tree:2023-06-12:78"
"Bo2","tree","Centaurea jacea","Bo2_tree",2023-06-12,"Asteraceae","Asterales",50.804695,5.003687,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:tree:2023-06-12:79"
"Bo2","tree","Cirsium arvense","Bo2_tree",2023-06-12,"Asteraceae","Asterales",50.804695,5.003687,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:tree:2023-06-12:80"
"Bo2","tree","Dactylis glomerata","Bo2_tree",2023-06-12,"Poaceae","Poales",50.804695,5.003687,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:tree:2023-06-12:81"
"Bo2","tree","Daucus carota","Bo2_tree",2023-06-12,"Apiaceae","Apiales",50.804695,5.003687,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:tree:2023-06-12:82"
"Bo2","tree","Fallopia convolvulus","Bo2_tree",2023-06-12,"Polygonaceae","Caryophyllales",50.804695,5.003687,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:tree:2023-06-12:83"
"Bo2","tree","Galium aparine","Bo2_tree",2023-06-12,"Rubiaceae","Gentianales",50.804695,5.003687,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:tree:2023-06-12:84"
"Bo2","tree","Geranium molle","Bo2_tree",2023-06-12,"Geraniaceae","Geraniales",50.804695,5.003687,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:tree:2023-06-12:85"
"Bo2","tree","Holcus lanatus","Bo2_tree",2023-06-12,"Poaceae","Poales",50.804695,5.003687,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:tree:2023-06-12:86"
"Bo2","tree","Jacobaea vulgaris","Bo2_tree",2023-06-12,"Asteraceae","Asterales",50.804695,5.003687,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Bo2:tree:2023-06-12:87"
