"Loc","Type","Spec","TAG","date","Family","Order","lat","lng","Spec_group","Stage","Sex","Det","Number","Method","occurrenceID"
"Ie1","tree","Geranium molle","Ie1_tree",2023-05-27,"Geraniaceae","Geraniales",50.868481,2.808143,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie1:tree:2023-05-27:183"
"Ie1","tree","Poa trivialis","Ie1_tree",2023-05-27,"Poaceae","Poales",50.868481,2.808143,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie1:tree:2023-05-27:184"
"Ie1","tree","Populus x canadensis (P. deltoides x P. nigra)","Ie1_tree",2023-05-27,"Salicaceae","Malpighiales",50.868481,2.808143,"plants","Ad","","Jari Vandendendriessche",55,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie1:tree:2023-05-27:185"
"Ie1","tree","Sonchus oleraceus","Ie1_tree",2023-05-27,"Asteraceae","Asterales",50.868481,2.808143,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie1:tree:2023-05-27:186"
"Ie1","tree","Trifolium repens","Ie1_tree",2023-05-27,"Fabaceae","Fabales",50.868481,2.808143,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie1:tree:2023-05-27:187"
"Ie2","crtl","Achillea millefolium","Ie2_crtl",2023-05-27,"Asteraceae","Asterales",50.894154,2.837079,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:crtl:2023-05-27:188"
"Ie2","crtl","Arrhenatherum elatius","Ie2_crtl",2023-05-27,"Poaceae","Poales",50.894154,2.837079,"plants","Ad","","Jari Vandendendriessche",65,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:crtl:2023-05-27:189"
"Ie2","crtl","Dactylis glomerata","Ie2_crtl",2023-05-27,"Poaceae","Poales",50.894154,2.837079,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:crtl:2023-05-27:190"
"Ie2","crtl","Galium aparine","Ie2_crtl",2023-05-27,"Rubiaceae","Gentianales",50.894154,2.837079,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:crtl:2023-05-27:191"
"Ie2","crtl","Geranium dissectum","Ie2_crtl",2023-05-27,"Geraniaceae","Geraniales",50.894154,2.837079,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:crtl:2023-05-27:192"
"Ie2","crtl","Geranium molle","Ie2_crtl",2023-05-27,"Geraniaceae","Geraniales",50.894154,2.837079,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:crtl:2023-05-27:193"
"Ie2","crtl","Glechoma hederacea","Ie2_crtl",2023-05-27,"Lamiaceae","Lamiales",50.894154,2.837079,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:crtl:2023-05-27:194"
"Ie2","crtl","Persicaria amphibia","Ie2_crtl",2023-05-27,"Polygonaceae","Caryophyllales",50.894154,2.837079,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:crtl:2023-05-27:195"
"Ie2","crtl","Phalaris arundinacea","Ie2_crtl",2023-05-27,"Poaceae","Poales",50.894154,2.837079,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:crtl:2023-05-27:196"
"Ie2","crtl","Rubus Sec. Rubus","Ie2_crtl",2023-05-27,"Rosaceae","Rosales",50.894154,2.837079,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:crtl:2023-05-27:197"
"Ie2","crtl","Solanum tuberosum","Ie2_crtl",2023-05-27,"Solanaceae","Solanales",50.894154,2.837079,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:crtl:2023-05-27:198"
"Ie2","crtl","Urtica dioica","Ie2_crtl",2023-05-27,"Urticaceae","Rosales",50.894154,2.837079,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:crtl:2023-05-27:199"
"Ie2","crtl","Veronica persica","Ie2_crtl",2023-05-27,"Plantaginaceae","Lamiales",50.894154,2.837079,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:crtl:2023-05-27:200"
"Ie2","crtl","Vicia sativa","Ie2_crtl",2023-05-27,"Fabaceae","Fabales",50.894154,2.837079,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:crtl:2023-05-27:201"
"Ie2","tree","Achillea millefolium","Ie2_tree",2023-05-27,"Asteraceae","Asterales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:202"
"Ie2","tree","Anisantha sterilis","Ie2_tree",2023-05-27,"Poaceae","Poales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:203"
"Ie2","tree","Arrhenatherum elatius","Ie2_tree",2023-05-27,"Poaceae","Poales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",45,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:204"
"Ie2","tree","Artemisia vulgaris","Ie2_tree",2023-05-27,"Asteraceae","Asterales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:205"
"Ie2","tree","Bromus hordeaceus","Ie2_tree",2023-05-27,"Poaceae","Poales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:206"
"Ie2","tree","Cerastium fontanum","Ie2_tree",2023-05-27,"Caryophyllaceae","Caryophyllales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:207"
"Ie2","tree","Convolvulus sepium","Ie2_tree",2023-05-27,"Convolvulaceae","Solanales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:208"
"Ie2","tree","Crataegus monogyna","Ie2_tree",2023-05-27,"Rosaceae","Rosales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:209"
"Ie2","tree","Crepis capillaris","Ie2_tree",2023-05-27,"Asteraceae","Asterales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:210"
"Ie2","tree","Dactylis glomerata","Ie2_tree",2023-05-27,"Poaceae","Poales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:211"
"Ie2","tree","Equisetum arvense","Ie2_tree",2023-05-27,"Equisetaceae","Equisetales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:212"
"Ie2","tree","Galium aparine","Ie2_tree",2023-05-27,"Rubiaceae","Gentianales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:213"
"Ie2","tree","Geranium molle","Ie2_tree",2023-05-27,"Geraniaceae","Geraniales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:214"
"Ie2","tree","Glechoma hederacea","Ie2_tree",2023-05-27,"Lamiaceae","Lamiales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:215"
"Ie2","tree","Heracleum sphondylium","Ie2_tree",2023-05-27,"Apiaceae","Apiales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:216"
"Ie2","tree","Lapsana communis","Ie2_tree",2023-05-27,"Asteraceae","Asterales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:217"
"Ie2","tree","Poa trivialis","Ie2_tree",2023-05-27,"Poaceae","Poales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:218"
"Ie2","tree","Ranunculus acris","Ie2_tree",2023-05-27,"Ranunculaceae","Ranunculales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:219"
"Ie2","tree","Rubus Sec. Rubus","Ie2_tree",2023-05-27,"Rosaceae","Rosales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:220"
"Ie2","tree","Sonchus asper","Ie2_tree",2023-05-27,"Asteraceae","Asterales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:221"
"Ie2","tree","Stellaria holostea","Ie2_tree",2023-05-27,"Caryophyllaceae","Caryophyllales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:222"
"Ie2","tree","Stellaria media","Ie2_tree",2023-05-27,"Caryophyllaceae","Caryophyllales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:223"
"Ie2","tree","Urtica dioica","Ie2_tree",2023-05-27,"Urticaceae","Rosales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:224"
"Ie2","tree","Vicia sativa","Ie2_tree",2023-05-27,"Fabaceae","Fabales",50.892433,2.838647,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:Ie2:tree:2023-05-27:225"
"L1","crtl","Anisantha sterilis","L1_crtl",2023-06-10,"Poaceae","Poales",50.818477,4.672386,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:crtl:2023-06-10:226"
"L1","crtl","Arrhenatherum elatius","L1_crtl",2023-06-10,"Poaceae","Poales",50.818477,4.672386,"plants","Ad","","Jari Vandendendriessche",65,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:crtl:2023-06-10:227"
"L1","crtl","Artemisia vulgaris","L1_crtl",2023-06-10,"Asteraceae","Asterales",50.818477,4.672386,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:crtl:2023-06-10:228"
"L1","crtl","Bromus hordeaceus","L1_crtl",2023-06-10,"Poaceae","Poales",50.818477,4.672386,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:crtl:2023-06-10:229"
"L1","crtl","Campanula rapunculus","L1_crtl",2023-06-10,"Campanulaceae","Asterales",50.818477,4.672386,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:crtl:2023-06-10:230"
"L1","crtl","Dactylis glomerata","L1_crtl",2023-06-10,"Poaceae","Poales",50.818477,4.672386,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:crtl:2023-06-10:231"
"L1","crtl","Holcus lanatus","L1_crtl",2023-06-10,"Poaceae","Poales",50.818477,4.672386,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:crtl:2023-06-10:232"
"L1","crtl","Poa trivialis","L1_crtl",2023-06-10,"Poaceae","Poales",50.818477,4.672386,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:crtl:2023-06-10:233"
"L1","crtl","Rubus Sec. Rubus","L1_crtl",2023-06-10,"Rosaceae","Rosales",50.818477,4.672386,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:crtl:2023-06-10:234"
"L1","crtl","Stellaria holostea","L1_crtl",2023-06-10,"Caryophyllaceae","Caryophyllales",50.818477,4.672386,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:crtl:2023-06-10:235"
"L1","crtl","Urtica dioica","L1_crtl",2023-06-10,"Urticaceae","Rosales",50.818477,4.672386,"plants","Ad","","Jari Vandendendriessche",25,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:crtl:2023-06-10:236"
"L1","crtl","Vicia sativa","L1_crtl",2023-06-10,"Fabaceae","Fabales",50.818477,4.672386,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:crtl:2023-06-10:237"
"L1","tree","Acer campestre","L1_tree",2023-06-10,"Sapindaceae","Sapindales",50.819168,4.673106,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:tree:2023-06-10:238"
"L1","tree","Arrhenatherum elatius","L1_tree",2023-06-10,"Poaceae","Poales",50.819168,4.673106,"plants","Ad","","Jari Vandendendriessche",45,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:tree:2023-06-10:239"
"L1","tree","Artemisia vulgaris","L1_tree",2023-06-10,"Asteraceae","Asterales",50.819168,4.673106,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:tree:2023-06-10:240"
"L1","tree","Corylus avellana","L1_tree",2023-06-10,"Betulaceae","Fagales",50.819168,4.673106,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:tree:2023-06-10:241"
"L1","tree","Daucus carota","L1_tree",2023-06-10,"Apiaceae","Apiales",50.819168,4.673106,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:tree:2023-06-10:242"
"L1","tree","Dryopteris filix-mas","L1_tree",2023-06-10,"Dryopteridaceae","Polypodiales",50.819168,4.673106,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:tree:2023-06-10:243"
"L1","tree","Hedera helix","L1_tree",2023-06-10,"Araliaceae","Apiales",50.819168,4.673106,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:tree:2023-06-10:244"
"L1","tree","Holcus lanatus","L1_tree",2023-06-10,"Poaceae","Poales",50.819168,4.673106,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:tree:2023-06-10:245"
"L1","tree","Myosotis arvensis","L1_tree",2023-06-10,"Boraginaceae","Boraginales",50.819168,4.673106,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:tree:2023-06-10:246"
"L1","tree","Poa trivialis","L1_tree",2023-06-10,"Poaceae","Poales",50.819168,4.673106,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:tree:2023-06-10:247"
"L1","tree","Prunus serotina","L1_tree",2023-06-10,"Rosaceae","Rosales",50.819168,4.673106,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:tree:2023-06-10:248"
"L1","tree","Prunus spinosa","L1_tree",2023-06-10,"Rosaceae","Rosales",50.819168,4.673106,"plants","Ad","","Jari Vandendendriessche",55,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:tree:2023-06-10:249"
"L1","tree","Quercus robur","L1_tree",2023-06-10,"Fagaceae","Fagales",50.819168,4.673106,"plants","Ad","","Jari Vandendendriessche",102,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:tree:2023-06-10:250"
"L1","tree","Rubus Sec. Rubus","L1_tree",2023-06-10,"Rosaceae","Rosales",50.819168,4.673106,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:tree:2023-06-10:251"
"L1","tree","Stellaria holostea","L1_tree",2023-06-10,"Caryophyllaceae","Caryophyllales",50.819168,4.673106,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:tree:2023-06-10:252"
"L1","tree","Teucrium scorodonia","L1_tree",2023-06-10,"Lamiaceae","Lamiales",50.819168,4.673106,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:tree:2023-06-10:253"
"L1","tree","Vicia hirsuta","L1_tree",2023-06-10,"Fabaceae","Fabales",50.819168,4.673106,"plants","Ad","","Jari Vandendendriessche",4,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L1:tree:2023-06-10:254"
"L2","crtl","Artemisia vulgaris","L2_crtl",2023-06-10,"Asteraceae","Asterales",50.829258,4.671156,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L2:crtl:2023-06-10:255"
"L2","crtl","Cerastium fontanum","L2_crtl",2023-06-10,"Caryophyllaceae","Caryophyllales",50.829258,4.671156,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L2:crtl:2023-06-10:256"
"L2","crtl","Crepis capillaris","L2_crtl",2023-06-10,"Asteraceae","Asterales",50.829258,4.671156,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L2:crtl:2023-06-10:257"
"L2","crtl","Epilobium parviflorum","L2_crtl",2023-06-10,"Onagraceae","Myrtales",50.829258,4.671156,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L2:crtl:2023-06-10:258"
"L2","crtl","Epilobium spec.","L2_crtl",2023-06-10,"Onagraceae","Myrtales",50.829258,4.671156,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L2:crtl:2023-06-10:259"
"L2","crtl","Erigeron canadensis","L2_crtl",2023-06-10,"Asteraceae","Asterales",50.829258,4.671156,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L2:crtl:2023-06-10:260"
"L2","crtl","Fallopia convolvulus","L2_crtl",2023-06-10,"Polygonaceae","Caryophyllales",50.829258,4.671156,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L2:crtl:2023-06-10:261"
"L2","crtl","Gnaphalium uliginosum","L2_crtl",2023-06-10,"Asteraceae","Asterales",50.829258,4.671156,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L2:crtl:2023-06-10:262"
"L2","crtl","Holcus lanatus","L2_crtl",2023-06-10,"Poaceae","Poales",50.829258,4.671156,"plants","Ad","","Jari Vandendendriessche",7,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L2:crtl:2023-06-10:263"
"L2","crtl","Juncus bufonius","L2_crtl",2023-06-10,"Juncaceae","Poales",50.829258,4.671156,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L2:crtl:2023-06-10:264"
"L2","crtl","Matricaria chamomilla","L2_crtl",2023-06-10,"Asteraceae","Asterales",50.829258,4.671156,"plants","Ad","","Jari Vandendendriessche",35,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L2:crtl:2023-06-10:265"
"L2","crtl","Plantago lanceolata","L2_crtl",2023-06-10,"Plantaginaceae","Lamiales",50.829258,4.671156,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L2:crtl:2023-06-10:266"
"L2","crtl","Plantago major","L2_crtl",2023-06-10,"Plantaginaceae","Lamiales",50.829258,4.671156,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L2:crtl:2023-06-10:267"
"L2","crtl","Poa annua","L2_crtl",2023-06-10,"Poaceae","Poales",50.829258,4.671156,"plants","Ad","","Jari Vandendendriessche",15,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L2:crtl:2023-06-10:268"
"L2","crtl","Senecio vulgaris","L2_crtl",2023-06-10,"Asteraceae","Asterales",50.829258,4.671156,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L2:crtl:2023-06-10:269"
"L2","crtl","Sonchus arvensis","L2_crtl",2023-06-10,"Asteraceae","Asterales",50.829258,4.671156,"plants","Ad","","Jari Vandendendriessche",1,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L2:crtl:2023-06-10:270"
"L2","crtl","Stellaria apetala","L2_crtl",2023-06-10,"Caryophyllaceae","Caryophyllales",50.829258,4.671156,"plants","Ad","","Jari Vandendendriessche",3,"10m² quadrat","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:plants:10m² quadrat:L2:crtl:2023-06-10:271"
