"","Loc","Type","Spec","Family","Order","Spec_group","lat","lng","date","Sampletime","Det","Stage","Sex","Method","occurrenceID"
"221","L1","tree","Streptopelia decaocto","Columbidae","Columbiformes","birds",50.819168,4.673106,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L1:tree:2023-06-10:221"
"222","L1","tree","Turdus merula","Turdidae","Passeriformes","birds",50.819168,4.673106,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L1:tree:2023-06-10:222"
"223","L2","crtl","Athene noctua","Strigidae","Strigiformes","birds",50.829258,4.671156,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:crtl:2023-06-10:223"
"224","L2","crtl","Certhia brachydactyla","Certhiidae","Passeriformes","birds",50.829258,4.671156,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:crtl:2023-06-10:224"
"225","L2","crtl","Columba palumbus","Columbidae","Columbiformes","birds",50.829258,4.671156,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:crtl:2023-06-10:225"
"226","L2","crtl","Corvus corone","Corvidae","Passeriformes","birds",50.829258,4.671156,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:crtl:2023-06-10:226"
"227","L2","crtl","Coloeus monedula","Corvidae","Passeriformes","birds",50.829258,4.671156,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:crtl:2023-06-10:227"
"228","L2","crtl","Cyanistes caeruleus","Paridae","Passeriformes","birds",50.829258,4.671156,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:crtl:2023-06-10:228"
"229","L2","crtl","Dendrocopos major","Picidae","Piciformes","birds",50.829258,4.671156,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:crtl:2023-06-10:229"
"230","L2","crtl","Dryocopus martius","Picidae","Piciformes","birds",50.829258,4.671156,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:crtl:2023-06-10:230"
"231","L2","crtl","Erithacus rubecula","Muscicapidae","Passeriformes","birds",50.829258,4.671156,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:crtl:2023-06-10:231"
"232","L2","crtl","Fringilla coelebs","Fringillidae","Passeriformes","birds",50.829258,4.671156,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:crtl:2023-06-10:232"
"233","L2","crtl","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",50.829258,4.671156,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:crtl:2023-06-10:233"
"234","L2","crtl","Poecile palustris","Paridae","Passeriformes","birds",50.829258,4.671156,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:crtl:2023-06-10:234"
"235","L2","crtl","Regulus regulus","Regulidae","Passeriformes","birds",50.829258,4.671156,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:crtl:2023-06-10:235"
"236","L2","crtl","Sitta europaea","Sittidae","Passeriformes","birds",50.829258,4.671156,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:crtl:2023-06-10:236"
"237","L2","crtl","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.829258,4.671156,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:crtl:2023-06-10:237"
"238","L2","crtl","Turdus merula","Turdidae","Passeriformes","birds",50.829258,4.671156,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:crtl:2023-06-10:238"
"239","L2","crtl","Turdus philomelos","Turdidae","Passeriformes","birds",50.829258,4.671156,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:crtl:2023-06-10:239"
"240","L2","tree","Athene noctua","Strigidae","Strigiformes","birds",50.830441,4.670732,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:tree:2023-06-10:240"
"241","L2","tree","Buteo buteo","Accipitridae","Accipitriformes","birds",50.830441,4.670732,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:tree:2023-06-10:241"
"242","L2","tree","Certhia brachydactyla","Certhiidae","Passeriformes","birds",50.830441,4.670732,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:tree:2023-06-10:242"
"243","L2","tree","Columba oenas","Columbidae","Columbiformes","birds",50.830441,4.670732,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:tree:2023-06-10:243"
"244","L2","tree","Columba palumbus","Columbidae","Columbiformes","birds",50.830441,4.670732,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:tree:2023-06-10:244"
"245","L2","tree","Corvus corone","Corvidae","Passeriformes","birds",50.830441,4.670732,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:tree:2023-06-10:245"
"246","L2","tree","Coloeus monedula","Corvidae","Passeriformes","birds",50.830441,4.670732,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:tree:2023-06-10:246"
"247","L2","tree","Cyanistes caeruleus","Paridae","Passeriformes","birds",50.830441,4.670732,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:tree:2023-06-10:247"
"248","L2","tree","Dendrocopos major","Picidae","Piciformes","birds",50.830441,4.670732,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:tree:2023-06-10:248"
"249","L2","tree","Erithacus rubecula","Muscicapidae","Passeriformes","birds",50.830441,4.670732,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:tree:2023-06-10:249"
"250","L2","tree","Fringilla coelebs","Fringillidae","Passeriformes","birds",50.830441,4.670732,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:tree:2023-06-10:250"
"251","L2","tree","Parus major","Paridae","Passeriformes","birds",50.830441,4.670732,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:tree:2023-06-10:251"
"252","L2","tree","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",50.830441,4.670732,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:tree:2023-06-10:252"
"253","L2","tree","Poecile palustris","Paridae","Passeriformes","birds",50.830441,4.670732,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:tree:2023-06-10:253"
"254","L2","tree","Regulus regulus","Regulidae","Passeriformes","birds",50.830441,4.670732,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:tree:2023-06-10:254"
"255","L2","tree","Sitta europaea","Sittidae","Passeriformes","birds",50.830441,4.670732,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:tree:2023-06-10:255"
"256","L2","tree","Sylvia atricapilla","Sylviidae","Passeriformes","birds",50.830441,4.670732,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:tree:2023-06-10:256"
"257","L2","tree","Turdus merula","Turdidae","Passeriformes","birds",50.830441,4.670732,2023-06-10,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:L2:tree:2023-06-10:257"
"258","Mb","crop","Erithacus rubecula","Muscicapidae","Passeriformes","birds",50.970043,3.755069,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:crop:2023-06-14:258"
"259","Mb","crop","Fringilla coelebs","Fringillidae","Passeriformes","birds",50.970043,3.755069,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:crop:2023-06-14:259"
"260","Mb","crop","Perdix perdix","Phasianidae","Galliformes","birds",50.970043,3.755069,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:crop:2023-06-14:260"
"261","Mb","crop","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",50.970043,3.755069,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:crop:2023-06-14:261"
"262","Mb","crop","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.970043,3.755069,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:crop:2023-06-14:262"
"263","Mb","crop","Turdus merula","Turdidae","Passeriformes","birds",50.970043,3.755069,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:crop:2023-06-14:263"
"264","Mb","crtl","Coloeus monedula","Corvidae","Passeriformes","birds",50.969597,3.755234,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:crtl:2023-06-14:264"
"265","Mb","crtl","Corvus corone","Corvidae","Passeriformes","birds",50.969597,3.755234,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:crtl:2023-06-14:265"
"266","Mb","crtl","Coloeus monedula","Corvidae","Passeriformes","birds",50.969597,3.755234,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:crtl:2023-06-14:266"
"267","Mb","crtl","Dendrocopos major","Picidae","Piciformes","birds",50.969597,3.755234,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:crtl:2023-06-14:267"
"268","Mb","crtl","Erithacus rubecula","Muscicapidae","Passeriformes","birds",50.969597,3.755234,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:crtl:2023-06-14:268"
"269","Mb","crtl","Pica pica","Corvidae","Passeriformes","birds",50.969597,3.755234,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:crtl:2023-06-14:269"
"270","Mb","crtl","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.969597,3.755234,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:crtl:2023-06-14:270"
"271","Mb","crtl","Turdus merula","Turdidae","Passeriformes","birds",50.969597,3.755234,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:crtl:2023-06-14:271"
"272","Mb","tree","Aegithalos caudatus","Aegithalidae","Passeriformes","birds",50.970682,3.754116,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:tree:2023-06-14:272"
"273","Mb","tree","Ardea cinerea","Ardeidae","Pelecaniformes","birds",50.970682,3.754116,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:tree:2023-06-14:273"
"274","Mb","tree","Athene noctua","Strigidae","Strigiformes","birds",50.970682,3.754116,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:tree:2023-06-14:274"
"275","Mb","tree","Columba palumbus","Columbidae","Columbiformes","birds",50.970682,3.754116,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:tree:2023-06-14:275"
"276","Mb","tree","Corvus corone","Corvidae","Passeriformes","birds",50.970682,3.754116,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:tree:2023-06-14:276"
"277","Mb","tree","Coloeus monedula","Corvidae","Passeriformes","birds",50.970682,3.754116,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:tree:2023-06-14:277"
"278","Mb","tree","Cyanistes caeruleus","Paridae","Passeriformes","birds",50.970682,3.754116,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:tree:2023-06-14:278"
"279","Mb","tree","Erithacus rubecula","Muscicapidae","Passeriformes","birds",50.970682,3.754116,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:tree:2023-06-14:279"
"280","Mb","tree","Fringilla coelebs","Fringillidae","Passeriformes","birds",50.970682,3.754116,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:tree:2023-06-14:280"
"281","Mb","tree","Muscicapa striata","Muscicapidae","Passeriformes","birds",50.970682,3.754116,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:tree:2023-06-14:281"
"282","Mb","tree","Parus major","Paridae","Passeriformes","birds",50.970682,3.754116,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:tree:2023-06-14:282"
"283","Mb","tree","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",50.970682,3.754116,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:tree:2023-06-14:283"
"284","Mb","tree","Pica pica","Corvidae","Passeriformes","birds",50.970682,3.754116,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:tree:2023-06-14:284"
"285","Mb","tree","Regulus regulus","Regulidae","Passeriformes","birds",50.970682,3.754116,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:tree:2023-06-14:285"
"286","Mb","tree","Sylvia atricapilla","Sylviidae","Passeriformes","birds",50.970682,3.754116,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:tree:2023-06-14:286"
"287","Mb","tree","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.970682,3.754116,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:tree:2023-06-14:287"
"288","Mb","tree","Turdus merula","Turdidae","Passeriformes","birds",50.970682,3.754116,2023-06-14,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb:tree:2023-06-14:288"
"289","Mb1","crtl","Anas platyrhynchos","Anatidae","Anseriformes","birds",50.962509,3.764582,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb1:crtl:2023-05-23:289"
"290","Mb1","crtl","Carduelis carduelis","Fringillidae","Passeriformes","birds",50.962509,3.764582,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb1:crtl:2023-05-23:290"
"291","Mb1","crtl","Certhia brachydactyla","Certhiidae","Passeriformes","birds",50.962509,3.764582,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb1:crtl:2023-05-23:291"
"292","Mb1","crtl","Columba oenas","Columbidae","Columbiformes","birds",50.962509,3.764582,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb1:crtl:2023-05-23:292"
"293","Mb1","crtl","Columba palumbus","Columbidae","Columbiformes","birds",50.962509,3.764582,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb1:crtl:2023-05-23:293"
"294","Mb1","crtl","Corvus corone","Corvidae","Passeriformes","birds",50.962509,3.764582,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb1:crtl:2023-05-23:294"
"295","Mb1","crtl","Corvus frugilegus","Corvidae","Passeriformes","birds",50.962509,3.764582,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb1:crtl:2023-05-23:295"
"296","Mb1","crtl","Coloeus monedula","Corvidae","Passeriformes","birds",50.962509,3.764582,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb1:crtl:2023-05-23:296"
"297","Mb1","crtl","Cyanistes caeruleus","Paridae","Passeriformes","birds",50.962509,3.764582,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb1:crtl:2023-05-23:297"
"298","Mb1","crtl","Dendrocopos major","Picidae","Piciformes","birds",50.962509,3.764582,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb1:crtl:2023-05-23:298"
"299","Mb1","crtl","Fringilla coelebs","Fringillidae","Passeriformes","birds",50.962509,3.764582,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb1:crtl:2023-05-23:299"
"300","Mb1","crtl","Hirundo rustica","Hirundinidae","Passeriformes","birds",50.962509,3.764582,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb1:crtl:2023-05-23:300"
"301","Mb1","crtl","Motacilla alba","Motacillidae","Passeriformes","birds",50.962509,3.764582,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb1:crtl:2023-05-23:301"
"302","Mb1","crtl","Parus major","Paridae","Passeriformes","birds",50.962509,3.764582,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb1:crtl:2023-05-23:302"
"303","Mb1","crtl","Phylloscopus collybita","Phylloscopidae","Passeriformes","birds",50.962509,3.764582,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb1:crtl:2023-05-23:303"
"304","Mb1","crtl","Pica pica","Corvidae","Passeriformes","birds",50.962509,3.764582,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb1:crtl:2023-05-23:304"
"305","Mb1","crtl","Picus viridis","Picidae","Piciformes","birds",50.962509,3.764582,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb1:crtl:2023-05-23:305"
"306","Mb1","crtl","Sitta europaea","Sittidae","Passeriformes","birds",50.962509,3.764582,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb1:crtl:2023-05-23:306"
"307","Mb1","crtl","Sturnus vulgaris","Sturnidae","Passeriformes","birds",50.962509,3.764582,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb1:crtl:2023-05-23:307"
"308","Mb1","crtl","Sylvia atricapilla","Sylviidae","Passeriformes","birds",50.962509,3.764582,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb1:crtl:2023-05-23:308"
"309","Mb1","crtl","Troglodytes troglodytes","Troglodytidae","Passeriformes","birds",50.962509,3.764582,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb1:crtl:2023-05-23:309"
"310","Mb1","crtl","Turdus merula","Turdidae","Passeriformes","birds",50.962509,3.764582,2023-05-23,1,"Jari Vandendriessche & Luc Willems","","","AudioMoth recording","DIGITAF_BIODIVERSITY_FLEMISH_TREEROWS:OCCURRENCE:birds:AudioMoth recording:Mb1:crtl:2023-05-23:310"
