"","Loc","Type","Sampletime","Spec","Flower","Det","Sex","Method","Stage","Number","Family","Order","lat","lng","date","Spec_group","occurrenceID"
"234","Mb","crtl",1,"Lindenius albilabris","Matricaria","Augustijn De Ketelaere","F","15' Transect","Ad",1,"Crabronidae","Hymenoptera",50.969597,3.755234,2023-06-14,"wasps","DIGITAF_FLANDERS:dc637cfbeb888bfe"
"235","Mb","crtl",1,"Dinera grisescens","Matricaria","Jari Vandendriessche","","15' Transect","Ad",1,"Tachinidae","Diptera",50.969597,3.755234,2023-06-14,"flies","DIGITAF_FLANDERS:1f5593abc04460cf"
"236","Mb","crtl",1,"Diptera indet.","Matricaria",NA,"","15' Transect","Ad",1,NA,"Diptera",50.969597,3.755234,2023-06-14,"flies","DIGITAF_FLANDERS:c7ad213646ca0543"
"237","Mb","crtl",1,"Stictoleptura rubra","Matricaria","Jari Vandendriessche","","15' Transect","Ad",2,"Cerambycidae","Coleoptera",50.969597,3.755234,2023-06-14,"beetles","DIGITAF_FLANDERS:4a6a47d989d482df"
"238","Mb","crtl",1,"Syritta pipiens","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.969597,3.755234,2023-06-14,"syrphids","DIGITAF_FLANDERS:2183a68e0edba6f8"
"239","Mb","crtl",2,"Lindenius albilabris","Achillea","Jari Vandendriessche","","15' Transect","Ad",6,"Crabronidae","Hymenoptera",50.969597,3.755234,2023-09-04,"wasps","DIGITAF_FLANDERS:20ad083c987e3c44"
"240","Mb","crtl",2,"Polygonia c-album","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.969597,3.755234,2023-09-04,"butterflies","DIGITAF_FLANDERS:9efa3ac7f4895dae"
"241","Mb","crtl",2,"Diptera indet.","Achillea",NA,"","15' Transect","Ad",1,NA,"Diptera",50.969597,3.755234,2023-09-04,"flies","DIGITAF_FLANDERS:3c3a219e1f5c3445"
"242","Mb","crtl",2,"Calliphora spec.","Achillea","Jari Vandendriessche","","15' Transect","Ad",2,"Calliphoridae","Diptera",50.969597,3.755234,2023-09-04,"flies","DIGITAF_FLANDERS:358ad5c956b1059b"
"243","Mb","crtl",2,"Syritta pipiens","Achillea","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.969597,3.755234,2023-09-04,"syrphids","DIGITAF_FLANDERS:aa8c466aa86faee0"
"244","Mb","crtl",2,"Vanessa atalanta","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.969597,3.755234,2023-09-04,"butterflies","DIGITAF_FLANDERS:e89ff3f2e82a01ab"
"245","Mb","tree",1,"Apis mellifera","Vicia","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.970682,3.754116,2023-06-14,"bees","DIGITAF_FLANDERS:9b71f8d33cfd2739"
"246","Mb","tree",1,"Bombus pascuorum","","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.970682,3.754116,2023-06-14,"bees","DIGITAF_FLANDERS:3805be49b6a4ea3d"
"247","Mb","tree",1,"Maniola jurtina","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.970682,3.754116,2023-06-14,"butterflies","DIGITAF_FLANDERS:1f26a9a0e0f9d637"
"248","Mb","tree",1,"Pararge aegeria","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.970682,3.754116,2023-06-14,"butterflies","DIGITAF_FLANDERS:734873ff47ef2929"
"249","Mb","tree",1,"Sphaerophoria scripta","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",2,"Syrphidae","Diptera",50.970682,3.754116,2023-06-14,"syrphids","DIGITAF_FLANDERS:37d73b92bff3b0a4"
"250","Mb","tree",2,"Hemichroa crocea","","Augustijn De Ketelaere","F","15' Transect","Ad",1,"Tenthredinidae","Hymenoptera",50.970682,3.754116,2023-09-04,"wasps","DIGITAF_FLANDERS:1f6934801adcddcf"
"251","Mb","tree",2,"Vanessa atalanta","","Jari Vandendriessche","","15' Transect","Ad",2,"Nymphalidae","Lepidoptera",50.970682,3.754116,2023-09-04,"butterflies","DIGITAF_FLANDERS:d07f261447587c29"
"252","Mb1","crtl",1,"Oedemera nobilis","Ranunculus","Jari Vandendriessche","","15' Transect","Ad",4,"Oedemeridae","Coleoptera",50.962509,3.764582,2023-05-23,"beetles","DIGITAF_FLANDERS:e543279d820a2a3b"
"253","Mb1","crtl",1,"Lasioglossum zonulum","","Jens D'Haeseleer","F","15' Transect","Ad",1,"Halictidae","Hymenoptera",50.962509,3.764582,2023-05-23,"bees","DIGITAF_FLANDERS:3dc10098483e5b10"
"254","Mb1","crtl",1,"Bombus pascuorum","","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.962509,3.764582,2023-05-23,"bees","DIGITAF_FLANDERS:7554af6eed19dd3f"
"255","Mb1","crtl",1,"Bombus pascuorum","Symphytum","Jari Vandendriessche","","15' Transect","Ad",2,"Apidae","Hymenoptera",50.962509,3.764582,2023-05-23,"bees","DIGITAF_FLANDERS:54a1ba547d9e6af0"
"256","Mb1","crtl",1,"Sarcophaga spec.","","Jari Vandendriessche","","15' Transect","Ad",1,"Sarcophagidae","Diptera",50.962509,3.764582,2023-05-23,"flies","DIGITAF_FLANDERS:ac1697fe1bbc4afe"
"257","Mb1","crtl",1,"Panemeria tenebrata","","Jari Vandendriessche","","15' Transect","Ad",1,"Noctuidae","Lepidoptera",50.962509,3.764582,2023-05-23,"butterflies","DIGITAF_FLANDERS:fcfe6307d66c2f59"
"258","Mb1","crtl",1,"Lissonota spec.","Ranunculus","Augustijn De Ketelaere","F","15' Transect","Ad",1,"Ichneumonidae","Hymenoptera",50.962509,3.764582,2023-05-23,"wasps","DIGITAF_FLANDERS:c5ec39e61ce870bc"
"259","Mb1","crtl",1,"Zophomyia temula","Ranunculus","Jari Vandendriessche","","15' Transect","Ad",1,"Tachinidae","Diptera",50.962509,3.764582,2023-05-23,"flies","DIGITAF_FLANDERS:e75d0105c58260a5"
"260","Mb1","crtl",2,"Aglais io","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.962509,3.764582,2023-09-04,"butterflies","DIGITAF_FLANDERS:008f95b47c24eb06"
"261","Mb1","crtl",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.962509,3.764582,2023-09-04,"butterflies","DIGITAF_FLANDERS:43b1937230ffd166"
"262","Mb1","crtl",2,"Melanostoma mellinum","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.962509,3.764582,2023-09-04,"syrphids","DIGITAF_FLANDERS:20efffea061827f6"
"263","Mb1","crtl",2,"Cicadella viridis","","Jari Vandendriessche","","15' Transect","Ad",1,"Cicadellidae","Hemiptera",50.962509,3.764582,2023-09-04,"other","DIGITAF_FLANDERS:652d5b3143c33b39"
"264","Mb1","crtl",2,"Tolmerus atricapillus","","Jari Vandendriessche","","15' Transect","Ad",1,"Asilidae","Diptera",50.962509,3.764582,2023-09-04,"flies","DIGITAF_FLANDERS:a84287e881da4290"
"265","Mb1","crtl",2,"Vespa crabro","","Jari Vandendriessche","","15' Transect","Ad",1,"Vespidae","Hymenoptera",50.962509,3.764582,2023-09-04,"wasps","DIGITAF_FLANDERS:153df6ed424d4c97"
"266","Mb1","crtl",2,"Pimplinae indet.","Crepis","Jari Vandendriessche","","15' Transect","Ad",1,"Ichneumonidae","Hymenoptera",50.962509,3.764582,2023-09-04,"wasps","DIGITAF_FLANDERS:b006f265dd81546d"
"267","Mb1","tree",1,"Cantharis fusca","","Jari Vandendriessche","","15' Transect","Ad",2,"Cantharidae","Coleoptera",50.96162,3.764554,2023-05-23,"beetles","DIGITAF_FLANDERS:f763fdfb5e654c7e"
"268","Mb1","tree",1,"Bombus lapidarius","Ranunculus","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.96162,3.764554,2023-05-23,"bees","DIGITAF_FLANDERS:cf512ef284524ae2"
"269","Mb1","tree",1,"Calliphora spec.","","Jari Vandendriessche","","15' Transect","Ad",1,"Calliphoridae","Diptera",50.96162,3.764554,2023-05-23,"flies","DIGITAF_FLANDERS:44f24da386bab19c"
"270","Mb1","tree",1,"Scathophaga stercoraria","","Jari Vandendriessche","","15' Transect","Ad",1,"Scathophagidae","Diptera",50.96162,3.764554,2023-05-23,"flies","DIGITAF_FLANDERS:95446a4546062bb0"
"271","Mb1","tree",1,"Eristalis nemorum","Ranunculus","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.96162,3.764554,2023-05-23,"syrphids","DIGITAF_FLANDERS:a24e164b4460eeae"
"272","Mb1","tree",1,"Melanostoma mellinum","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.96162,3.764554,2023-05-23,"syrphids","DIGITAF_FLANDERS:f64af224cb5b3e00"
"273","Mb1","tree",2,"Aglais io","","Jari Vandendriessche","","15' Transect","Ad",2,"Nymphalidae","Lepidoptera",50.96162,3.764554,2023-09-04,"butterflies","DIGITAF_FLANDERS:b86f8d7709896888"
"274","Mb1","tree",2,"Vespa crabro","","Jari Vandendriessche","","15' Transect","Ad",1,"Vespidae","Hymenoptera",50.96162,3.764554,2023-09-04,"wasps","DIGITAF_FLANDERS:8f432c25dc933e4b"
"275","Mb1","tree",2,"Pieris rapae","Trifolium","Jari Vandendriessche","","15' Transect","Ad",2,"Pieridae","Lepidoptera",50.96162,3.764554,2023-09-04,"butterflies","DIGITAF_FLANDERS:1530a24e65b80026"
"276","Mb1","tree",2,"Vanessa atalanta","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.96162,3.764554,2023-09-04,"butterflies","DIGITAF_FLANDERS:e4dca618e745fe0d"
"277","Me","crop",1,"Cercopis vulnerata","","Jari Vandendriessche","","15' Transect","Ad",1,"Cercopidae","Hemiptera",50.98959,3.828819,2023-05-24,"other","DIGITAF_FLANDERS:3ba1a649cf7ffae1"
"278","Me","crop",1,"Episyrphus balteatus","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.98959,3.828819,2023-05-24,"syrphids","DIGITAF_FLANDERS:6ec7278e411668bf"
"279","Me","crop",2,"Aglais io","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.98959,3.828819,2023-09-12,"butterflies","DIGITAF_FLANDERS:3cb984a9d926594e"
"280","Me","crop",2,"Pieris napi","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.98959,3.828819,2023-09-12,"butterflies","DIGITAF_FLANDERS:2b73239a53179767"
"281","Me","crop",2,"Sarcophaga spec.","","Jari Vandendriessche","","15' Transect","Ad",1,"Sarcophagidae","Diptera",50.98959,3.828819,2023-09-12,"flies","DIGITAF_FLANDERS:6e1788548ef09d5e"
"282","Me","crtl",1,"Athalia spec.","Ranunculus","Augustijn De Ketelaere","M","15' Transect","Ad",1,"Tenthredinidae","Hymenoptera",50.988918,3.828591,2023-05-24,"wasps","DIGITAF_FLANDERS:5ae6add8fb7aa9fb"
"283","Me","crtl",1,"Bombus pascuorum","Sympytum","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.988918,3.828591,2023-05-24,"bees","DIGITAF_FLANDERS:060c32e1961cb3f0"
"284","Me","crtl",1,"Scathophaga stercoraria","","Jari Vandendriessche","","15' Transect","Ad",1,"Scathophagidae","Diptera",50.988918,3.828591,2023-05-24,"flies","DIGITAF_FLANDERS:d2d118aa2033ce5a"
"285","Me","crtl",1,"Bombus terrestris/lucorum/magnus/cryptarum","Symphytum","Jari Vandendriessche","","15' Transect","Ad",3,"Apidae","Hymenoptera",50.988918,3.828591,2023-05-24,"bees","DIGITAF_FLANDERS:a1f8656fcde73fe0"
"286","Me","crtl",1,"Oedemera lurida/virescens","Ranunculus","Jari Vandendriessche","","15' Transect","Ad",1,"Oedemeridae","Coleoptera",50.988918,3.828591,2023-05-24,"beetles","DIGITAF_FLANDERS:897fb04874eca6a6"
"287","Me","crtl",2,"Bombus pratorum","","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.988918,3.828591,2023-09-12,"bees","DIGITAF_FLANDERS:53300d4e1dd241e4"
"288","Me","crtl",2,"Dasypoda hirtipes","Hypericum","Jari Vandendriessche","","15' Transect","Ad",1,"Melittidae","Hymenoptera",50.988918,3.828591,2023-09-12,"bees","DIGITAF_FLANDERS:1616430c65834c77"
"289","Me","crtl",2,"Bombus pascuorum","Symphytum, Hypericum","Jari Vandendriessche","","15' Transect","Ad",5,"Apidae","Hymenoptera",50.988918,3.828591,2023-09-12,"bees","DIGITAF_FLANDERS:eb2cb434235ac7cd"
"290","Me","crtl",2,"Lycaena phlaeas","","Jari Vandendriessche","","15' Transect","Ad",1,"Lycaenidae","Lepidoptera",50.988918,3.828591,2023-09-12,"butterflies","DIGITAF_FLANDERS:d160a30ea8261550"
"291","Me","crtl",2,"Polistes dominula","Symphytum","Jari Vandendriessche","","15' Transect","Ad",1,"Eumenidae","Hymenoptera",50.988918,3.828591,2023-09-12,"wasps","DIGITAF_FLANDERS:1504504c1f12b139"
"292","Me","crtl",2,"Dysmachus trigonus","Hypericum","Jari Vandendriessche","","15' Transect","Ad",1,"Asilidae","Diptera",50.988918,3.828591,2023-09-12,"flies","DIGITAF_FLANDERS:943d21a60b0d7b36"
"293","Me","crtl",2,"Vespula germanica","Symphytum","Jari Vandendriessche","","15' Transect","Ad",1,"Vespidae","Hymenoptera",50.988918,3.828591,2023-09-12,"wasps","DIGITAF_FLANDERS:cd258be6fba3c60f"
"294","Me","tree",1,"Bombus pratorum","Symphytum","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.989864,3.829628,2023-05-24,"bees","DIGITAF_FLANDERS:05fc310359a2309b"
"295","Me","tree",1,"Bombus hypnorum","Symphytum","Jari Vandendriessche","","15' Transect","Ad",2,"Apidae","Hymenoptera",50.989864,3.829628,2023-05-24,"bees","DIGITAF_FLANDERS:3f06858d2adf6619"
"296","Me","tree",1,"Mononychus punctumalbum","Ranunculus","Jari Vandendriessche","","15' Transect","Ad",1,"Curculionidae","Coleoptera",50.989864,3.829628,2023-05-24,"beetles","DIGITAF_FLANDERS:1509594ee5dc19df"
"297","Me","tree",1,"Pararge aegeria","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.989864,3.829628,2023-05-24,"butterflies","DIGITAF_FLANDERS:18f95812729525be"
"298","Me","tree",1,"Bombus terrestris/lucorum/magnus/cryptarum","Symphytum","Jari Vandendriessche","","15' Transect","Ad",2,"Apidae","Hymenoptera",50.989864,3.829628,2023-05-24,"bees","DIGITAF_FLANDERS:772f1bba908866a0"
"299","Me","tree",1,"Bombus pascuorum","Symphytum","Jari Vandendriessche","","15' Transect","Ad",3,"Apidae","Hymenoptera",50.989864,3.829628,2023-05-24,"bees","DIGITAF_FLANDERS:398ba0f4c26f3d58"
"300","Me","tree",1,"Pollenia spec.","Tripleuspermum","Jari Vandendriessche","","15' Transect","Ad",1,"Polleniidae","Diptera",50.989864,3.829628,2023-05-24,"flies","DIGITAF_FLANDERS:7ce644ef6b17ec1b"
"301","Me","tree",1,"Anthophora plumipes","Symphytum","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.989864,3.829628,2023-05-24,"bees","DIGITAF_FLANDERS:31200decd477fbe3"
"302","Me","tree",1,"Scathophaga stercoraria","","Jari Vandendriessche","","15' Transect","Ad",2,"Scathophagidae","Diptera",50.989864,3.829628,2023-05-24,"flies","DIGITAF_FLANDERS:a46d5c1b9d79f790"
"303","Me","tree",2,"Aglais io","Cirsium","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.989864,3.829628,2023-09-12,"butterflies","DIGITAF_FLANDERS:3d41b9f8d4777c01"
"304","Me","tree",2,"Pollenia spec.","Cirsium","Jari Vandendriessche","","15' Transect","Ad",1,"Polleniidae","Diptera",50.989864,3.829628,2023-09-12,"flies","DIGITAF_FLANDERS:d8c36c422bceecbd"
"305","Me","tree",2,"Bellardia spec.","Cirsium","Jari Vandendriessche","","15' Transect","Ad",2,"Calliphoridae","Diptera",50.989864,3.829628,2023-09-12,"flies","DIGITAF_FLANDERS:6250cc8358b6db65"
"306","Me","tree",2,"Pararge aegeria","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.989864,3.829628,2023-09-12,"butterflies","DIGITAF_FLANDERS:cf76fc9659bba98c"
"307","Me","tree",2,"Lissonota spec.","Ca?","Augustijn De Ketelaere","M","15' Transect","Ad",1,"Ichneumonidae","Hymenoptera",50.989864,3.829628,2023-09-12,"wasps","DIGITAF_FLANDERS:bd5385a5134ad92f"
"308","Me","tree",2,"Bombus pascuorum","Symphytum","Jari Vandendriessche","","15' Transect","Ad",7,"Apidae","Hymenoptera",50.989864,3.829628,2023-09-12,"bees","DIGITAF_FLANDERS:429e751a0165c632"
"309","Me","tree",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.989864,3.829628,2023-09-12,"butterflies","DIGITAF_FLANDERS:d324491986d4d02a"
"310","Me1","crtl",1,"Cercopis vulnerata","","Jari Vandendriessche","","15' Transect","Ad",1,"Cercopidae","Hemiptera",50.99086,3.820881,2023-05-24,"other","DIGITAF_FLANDERS:3e123e8044997e28"
"311","Me1","crtl",1,"Apis mellifera","Ranunculus","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.99086,3.820881,2023-05-24,"bees","DIGITAF_FLANDERS:d3df912b0c1b3fba"
"312","Me1","crtl",1,"Episyrphus balteatus","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",3,"Syrphidae","Diptera",50.99086,3.820881,2023-05-24,"syrphids","DIGITAF_FLANDERS:50ae8bc7dd92c842"
"313","Me1","crtl",1,"Helophilus pendulus","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.99086,3.820881,2023-05-24,"syrphids","DIGITAF_FLANDERS:7e0f51578976fa78"
"314","Me1","crtl",1,"Empis tessellata","","Jari Vandendriessche","","15' Transect","Ad",2,"Empididae","Diptera",50.99086,3.820881,2023-05-24,"flies","DIGITAF_FLANDERS:d8026dbf51c7191a"
"315","Me1","crtl",1,"Scathophaga stercoraria","Anthriscus","Jari Vandendriessche","","15' Transect","Ad",3,"Scathophagidae","Diptera",50.99086,3.820881,2023-05-24,"flies","DIGITAF_FLANDERS:ff4b28718b07dcc9"
"316","Me1","crtl",1,"Triarthria setipennis","Ranunculus","Jari Vandendriessche","","15' Transect","Ad",1,"Tachinidae","Diptera",50.99086,3.820881,2023-05-24,"flies","DIGITAF_FLANDERS:93ff131c3540f943"
"317","Me1","crtl",1,"Chelostoma florisomne","Ranunculus","Augustijn De Ketelaere","F","15' Transect","Ad",1,"Megachilidae","Hymenoptera",50.99086,3.820881,2023-05-24,"bees","DIGITAF_FLANDERS:ddf14f53dc1d649e"
"318","Me1","crtl",1,"Melanogaster hirtella","Ranunculus","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.99086,3.820881,2023-05-24,"syrphids","DIGITAF_FLANDERS:5063406e7c7bdc84"
"319","Me1","crtl",2,"Aglais io","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.99086,3.820881,2023-09-14,"butterflies","DIGITAF_FLANDERS:cc3bd06c7a193628"
"320","Me1","crtl",2,"Vespula vulgaris","","Jari Vandendriessche","","15' Transect","Ad",1,"Vespidae","Hymenoptera",50.99086,3.820881,2023-09-14,"wasps","DIGITAF_FLANDERS:cdb6095133d3dd1a"
"321","Me1","crtl",2,"Bombus pascuorum","Lamium","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.99086,3.820881,2023-09-14,"bees","DIGITAF_FLANDERS:0bad1cc48a891af9"
"322","Me1","crtl",2,"Helophilus pendulus","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.99086,3.820881,2023-09-14,"syrphids","DIGITAF_FLANDERS:66ad406f44620664"
"323","Me1","crtl",2,"Vanessa atalanta","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.99086,3.820881,2023-09-14,"butterflies","DIGITAF_FLANDERS:4a6b26581d2ef437"
"324","Me1","tree",1,"Diplazontinae indet.","","Jari Vandendriessche","","15' Transect","Ad",1,"Ichneumonidae","Hymenoptera",50.992008,3.820138,2023-05-24,"wasps","DIGITAF_FLANDERS:d64951ea4a584310"
"325","Me1","tree",1,"Andrena haemorrhoa","Ranunculus","Jens D'Haeseleer","M","15' Transect","Ad",1,"Andrenidae","Hymenoptera",50.992008,3.820138,2023-05-24,"bees","DIGITAF_FLANDERS:fc2345ae9fcaa5a7"
"326","Me1","tree",1,"Andrena nitida","Crataegus","Jari Vandendriessche","","15' Transect","Ad",1,"Andrenidae","Hymenoptera",50.992008,3.820138,2023-05-24,"bees","DIGITAF_FLANDERS:c90e8d59fbd61ab8"
"327","Me1","tree",1,"Andrena proxima","Anthriscus","Jens D'Haeseleer","F","15' Transect","Ad",1,"Andrenidae","Hymenoptera",50.992008,3.820138,2023-05-24,"bees","DIGITAF_FLANDERS:8291d8983c286844"
"328","Me1","tree",1,"Arge ochropus","","Jari Vandendriessche","","15' Transect","Ad",1,"Argidae","Hymenoptera",50.992008,3.820138,2023-05-24,"wasps","DIGITAF_FLANDERS:dfe9bf32a07961e1"
"329","Me1","tree",1,"Syrphophilus tricinctorius","Prunus","Augustijn De Ketelaere","F","15' Transect","Ad",1,"Ichneumonidae","Hymenoptera",50.992008,3.820138,2023-05-24,"wasps","DIGITAF_FLANDERS:f0f036c7afbd65df"
"330","Me1","tree",1,"Athalia spec.","Prunus","Augustijn De Ketelaere","F","15' Transect","Ad",1,"Tenthredinidae","Hymenoptera",50.992008,3.820138,2023-05-24,"wasps","DIGITAF_FLANDERS:3a53e2cb63e34965"
"331","Me1","tree",1,"Bombus hypnorum","Crataegus","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.992008,3.820138,2023-05-24,"bees","DIGITAF_FLANDERS:771a36761ba90e72"
"332","Me1","tree",1,"Scathophaga stercoraria","","Jari Vandendriessche","","15' Transect","Ad",1,"Scathophagidae","Diptera",50.992008,3.820138,2023-05-24,"flies","DIGITAF_FLANDERS:494ffb923c2c69e0"
"333","Me1","tree",1,"Cephus spinipes","Crataegus","Augustijn De Ketelaere","F","15' Transect","Ad",1,"Cephidae","Hymenoptera",50.992008,3.820138,2023-05-24,"wasps","DIGITAF_FLANDERS:c99a70e644592783"
"334","Me1","tree",2,"Aglais io","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.992008,3.820138,2023-09-14,"butterflies","DIGITAF_FLANDERS:e14d7e54cc97503c"
"335","Me1","tree",2,"Pararge aegeria","","Jari Vandendriessche","","15' Transect","Ad",2,"Nymphalidae","Lepidoptera",50.992008,3.820138,2023-09-14,"butterflies","DIGITAF_FLANDERS:159b49e8c93221a4"
"336","Me1","tree",2,"Pieris brassicae","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.992008,3.820138,2023-09-14,"butterflies","DIGITAF_FLANDERS:b9579b8d181a581b"
"337","Me1","tree",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.992008,3.820138,2023-09-14,"butterflies","DIGITAF_FLANDERS:62f7aa489bcbc476"
"338","Me1","tree",2,"Apis mellifera","Taraxucum","Jari Vandendriessche","","15' Transect","Ad",3,"Apidae","Hymenoptera",50.992008,3.820138,2023-09-14,"bees","DIGITAF_FLANDERS:ae4ef4668d5205ea"
"339","Me1","tree",2,"Vespula germanica","Hedera","Jari Vandendriessche","","15' Transect","Ad",1,"Vespidae","Hymenoptera",50.992008,3.820138,2023-09-14,"wasps","DIGITAF_FLANDERS:4fe981b5e5ef8114"
"340","Me1","tree",2,"Timandra comae","","Jari Vandendriessche","","15' Transect","Ad",1,"Geometridae","Lepidoptera",50.992008,3.820138,2023-09-14,"butterflies","DIGITAF_FLANDERS:110320f6ad548552"
"341","Me1","tree",2,"Vanessa atalanta","","Jari Vandendriessche","","15' Transect","Ad",2,"Nymphalidae","Lepidoptera",50.992008,3.820138,2023-09-14,"butterflies","DIGITAF_FLANDERS:9a34dc84e2493ba6"
"342","Me1","tree",2,"Bombus pascuorum","Lonicera, Lamium, Taraxacum, Hedera","Jari Vandendriessche","","15' Transect","Ad",3,"Apidae","Hymenoptera",50.992008,3.820138,2023-09-14,"bees","DIGITAF_FLANDERS:c9e1b3032a78550a"
"343","Me1","tree",2,"Helophilus pendulus","Hedera","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.992008,3.820138,2023-09-14,"syrphids","DIGITAF_FLANDERS:ae5f9e392a176071"
"344","Me1","tree",2,"Colletes hederae","Hedera","Jari Vandendriessche","","15' Transect","Ad",1,"Colletidae","Hymenoptera",50.992008,3.820138,2023-09-14,"bees","DIGITAF_FLANDERS:b17e9b2ab2f8e2b0"
"345","Me1","tree",2,"Eristalis tenax","Hedera","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.992008,3.820138,2023-09-14,"syrphids","DIGITAF_FLANDERS:9fff8011de75dfba"
"346","Me1","tree",2,"Vespa crabro","Hedera","Jari Vandendriessche","","15' Transect","Ad",1,"Vespidae","Hymenoptera",50.992008,3.820138,2023-09-14,"wasps","DIGITAF_FLANDERS:67f6b82ecb40540c"
"347","Me2","crtl",1,"Anthrenus pimpinellae","Tripleurospermum","Jari Vandendriessche","","15' Transect","Ad",2,"Dermestidae","Coleoptera",50.988483,3.808303,2023-05-24,"beetles","DIGITAF_FLANDERS:e975d6da8c501dd7"
"348","Me2","crtl",1,"Bombus terrestris/lucorum/magnus/cryptarum","Ranunculus","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.988483,3.808303,2023-05-24,"bees","DIGITAF_FLANDERS:03d0f410c7b3bb5c"
"349","Me2","crtl",1,"Episyrphus balteatus","Tripleurospermum","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.988483,3.808303,2023-05-24,"syrphids","DIGITAF_FLANDERS:3ae12e0d9e441d20"
"350","Me2","crtl",1,"Oxybelus uniglumis","Tripleurospermum","Augustijn De Ketelaere","M","15' Transect","Ad",1,"Crabronidae","Hymenoptera",50.988483,3.808303,2023-05-24,"wasps","DIGITAF_FLANDERS:8b367d6d35984e07"
"351","Me2","crtl",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.988483,3.808303,2023-09-12,"butterflies","DIGITAF_FLANDERS:036778d660ba8a72"
"352","Me2","crtl",2,"Vanessa atalanta","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.988483,3.808303,2023-09-12,"butterflies","DIGITAF_FLANDERS:df721146d5135a67"
