"","Loc","Type","Sampletime","Spec","Flower","Det","Sex","Method","Stage","Number","Family","Order","lat","lng","date","Spec_group","occurrenceID"
"115","Ie","tree",1,"Bombus hortorum","Lamium","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.897827,2.834499,2023-05-27,"bees","DIGITAF_FLANDERS:a0aa8ef0c06e1948"
"116","Ie","tree",1,"Platycheirus scutatus","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.897827,2.834499,2023-05-27,"syrphids","DIGITAF_FLANDERS:a6c396260b7eb998"
"117","Ie","tree",1,"Scathophaga stercoraria","","Jari Vandendriessche","","15' Transect","Ad",4,"Scathophagidae","Diptera",50.897827,2.834499,2023-05-27,"flies","DIGITAF_FLANDERS:3ddb045a8ee6fe9f"
"118","Ie","tree",1,"Bombus terrestris/lucorum/magnus/cryptarum","Lamium","Jari Vandendriessche","","15' Transect","Ad",2,"Apidae","Hymenoptera",50.897827,2.834499,2023-05-27,"bees","DIGITAF_FLANDERS:bc7c90f9fcc6c54e"
"119","Ie","tree",2,"Aglais io","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.897827,2.834499,2023-09-07,"butterflies","DIGITAF_FLANDERS:5dcdd8641e521afe"
"120","Ie","tree",2,"Pararge aegeria","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.897827,2.834499,2023-09-07,"butterflies","DIGITAF_FLANDERS:fae598406f4ae312"
"121","Ie","tree",2,"Aphidoidea indet.","",NA,"","15' Transect","Ad",1,NA,"Hemiptera",50.897827,2.834499,2023-09-07,"other","DIGITAF_FLANDERS:223afbf5f703ebb0"
"122","Ie","tree",2,"Pieris brassicae","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.897827,2.834499,2023-09-07,"butterflies","DIGITAF_FLANDERS:0c07e10ba3e27c41"
"123","Ie","tree",2,"Episyrphus balteatus","Taraxacum","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",2,"Syrphidae","Diptera",50.897827,2.834499,2023-09-07,"syrphids","DIGITAF_FLANDERS:991d17f1345e6ee5"
"124","Ie","tree",2,"Bombus pascuorum","Symphytum","Jari Vandendriessche","","15' Transect","Ad",2,"Apidae","Hymenoptera",50.897827,2.834499,2023-09-07,"bees","DIGITAF_FLANDERS:e5aafaaaec8e0c50"
"125","Ie","tree",2,"Sphaerophoria scripta","Urtica","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.897827,2.834499,2023-09-07,"syrphids","DIGITAF_FLANDERS:fd142262c03cf4a2"
"126","Ie","tree",2,"Lissonota spec.","","Augustijn De Ketelaere","M","15' Transect","Ad",1,"Ichneumonidae","Hymenoptera",50.897827,2.834499,2023-09-07,"wasps","DIGITAF_FLANDERS:91d707b6e80693ff"
"127","Ie","tree",2,"Lucilia spec.","","Jari Vandendriessche","","15' Transect","Ad",1,"Calliphoridae","Diptera",50.897827,2.834499,2023-09-07,"flies","DIGITAF_FLANDERS:008c27ddb07da339"
"128","Ie","tree",2,"Episyrphus balteatus","Urtica","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",2,"Syrphidae","Diptera",50.897827,2.834499,2023-09-07,"syrphids","DIGITAF_FLANDERS:8f1fff37a3abccc0"
"129","Ie","tree",2,"Eupeodes corollae","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.897827,2.834499,2023-09-07,"syrphids","DIGITAF_FLANDERS:b6a949d64be958b5"
"130","Ie","tree",2,"Notostira elongata","","Jari Vandendriessche","","15' Transect","Ad",1,"Miridae","Hemiptera",50.897827,2.834499,2023-09-07,"other","DIGITAF_FLANDERS:e709ce0989281f66"
"131","Ie1","crtl",1,"Bombus lapidarius","Geranium","Jari Vandendriessche","","15' Transect","Ad",2,"Apidae","Hymenoptera",50.869884,2.80778,2023-05-27,"bees","DIGITAF_FLANDERS:759e5deaa6b4421a"
"132","Ie1","crtl",1,"Scathophaga stercoraria","","Jari Vandendriessche","","15' Transect","Ad",4,"Scathophagidae","Diptera",50.869884,2.80778,2023-05-27,"flies","DIGITAF_FLANDERS:2b24aafc1975d148"
"133","Ie1","crtl",1,"Eupeodes corollae","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.869884,2.80778,2023-05-27,"syrphids","DIGITAF_FLANDERS:795b349788a007ee"
"134","Ie1","crtl",2,"Aglais io","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.869884,2.80778,2023-09-07,"butterflies","DIGITAF_FLANDERS:7cb487552dbebe83"
"135","Ie1","crtl",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",2,"Pieridae","Lepidoptera",50.869884,2.80778,2023-09-07,"butterflies","DIGITAF_FLANDERS:70c8ca09d6fb9118"
"136","Ie1","crtl",2,"Diptera indet.","",NA,"","15' Transect","Ad",1,NA,"Diptera",50.869884,2.80778,2023-09-07,"flies","DIGITAF_FLANDERS:822dfdb561a7fc34"
"137","Ie1","crtl",2,"Vanessa atalanta","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.869884,2.80778,2023-09-07,"butterflies","DIGITAF_FLANDERS:84a58f825b1bc182"
"138","Ie1","crtl",2,"Pieris napi","Senecio","Jari Vandendriessche","","15' Transect","Ad",2,"Pieridae","Lepidoptera",50.869884,2.80778,2023-09-07,"butterflies","DIGITAF_FLANDERS:9dc00240170fa5a3"
"139","Ie1","tree",1,"Celastrina argiolus","","Jari Vandendriessche","","15' Transect","Ad",1,"Lycaenidae","Lepidoptera",50.868481,2.808143,2023-05-27,"butterflies","DIGITAF_FLANDERS:4d8606ae0eda150c"
"140","Ie1","tree",1,"Cydalima perspectalis","","Jari Vandendriessche","","15' Transect","Ad",1,"Crambidae","Lepidoptera",50.868481,2.808143,2023-05-27,"butterflies","DIGITAF_FLANDERS:0fd07457bd47cba0"
"141","Ie1","tree",1,"Episyrphus balteatus","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.868481,2.808143,2023-05-27,"syrphids","DIGITAF_FLANDERS:80817762da1e97e8"
"142","Ie1","tree",1,"Episyrphus balteatus","Geranium","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",2,"Syrphidae","Diptera",50.868481,2.808143,2023-05-27,"syrphids","DIGITAF_FLANDERS:b50b5932f95bed80"
"143","Ie1","tree",1,"Phaonia subventa","","Jari Vandendriessche","","15' Transect","Ad",1,"Muscidae","Diptera",50.868481,2.808143,2023-05-27,"flies","DIGITAF_FLANDERS:2668a69e3b4f4d7b"
"144","Ie1","tree",1,"Osmia bicornis","Lamium","Jari Vandendriessche","","15' Transect","Ad",1,"Megachilidae","Hymenoptera",50.868481,2.808143,2023-05-27,"bees","DIGITAF_FLANDERS:a8702667c6909299"
"145","Ie1","tree",1,"Pararge aegeria","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.868481,2.808143,2023-05-27,"butterflies","DIGITAF_FLANDERS:1fe48c47a0dd4d62"
"146","Ie1","tree",1,"Auplopus carbonarius","","Jari Vandendriessche","","15' Transect","Ad",1,"Pompilidae","Hymenoptera",50.868481,2.808143,2023-05-27,"wasps","DIGITAF_FLANDERS:cc8e45e2855d03d6"
"147","Ie1","tree",1,"Bombus terrestris/lucorum/magnus/cryptarum","","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.868481,2.808143,2023-05-27,"bees","DIGITAF_FLANDERS:6626f2d16a9d69a1"
"148","Ie1","tree",2,"Aglais io","","Jari Vandendriessche","","15' Transect","Ad",3,"Nymphalidae","Lepidoptera",50.868481,2.808143,2023-09-07,"butterflies","DIGITAF_FLANDERS:540b3e25ca60b215"
"149","Ie1","tree",2,"Aricia agestis","Medicago","Jari Vandendriessche","","15' Transect","Ad",3,"Lycaenidae","Lepidoptera",50.868481,2.808143,2023-09-07,"butterflies","DIGITAF_FLANDERS:ffc3b50f5623edf9"
"150","Ie1","tree",2,"Polyommatus icarus","","Jari Vandendriessche","","15' Transect","Ad",1,"Lycaenidae","Lepidoptera",50.868481,2.808143,2023-09-07,"butterflies","DIGITAF_FLANDERS:55c683594a04e3d6"
"151","Ie1","tree",2,"Vanessa atalanta","","Jari Vandendriessche","","15' Transect","Ad",3,"Nymphalidae","Lepidoptera",50.868481,2.808143,2023-09-07,"butterflies","DIGITAF_FLANDERS:4ede35e2619624aa"
"152","Ie1","tree",2,"Episyrphus balteatus","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.868481,2.808143,2023-09-07,"syrphids","DIGITAF_FLANDERS:7a6d7d83bdf7329c"
"153","Ie1","tree",2,"Pieris napi","Lamium","Jari Vandendriessche","","15' Transect","Ad",4,"Pieridae","Lepidoptera",50.868481,2.808143,2023-09-07,"butterflies","DIGITAF_FLANDERS:fe2e9a47e969a516"
"154","Ie1","tree",2,"Pieris rapae","Lamium","Jari Vandendriessche","","15' Transect","Ad",4,"Pieridae","Lepidoptera",50.868481,2.808143,2023-09-07,"butterflies","DIGITAF_FLANDERS:24191af518708066"
"155","Ie1","tree",2,"Pararge aegeria","","Jari Vandendriessche","","15' Transect","Ad",4,"Nymphalidae","Lepidoptera",50.868481,2.808143,2023-09-07,"butterflies","DIGITAF_FLANDERS:c3983ca8d86e6c68"
"156","Ie2","crtl",1,"Autographa gamma","","Jari Vandendriessche","","15' Transect","Ad",1,"Noctuidae","Lepidoptera",50.894154,2.837079,2023-05-27,"butterflies","DIGITAF_FLANDERS:77e89fe772c280c3"
"157","Ie2","crtl",1,"Cercopis vulnerata","","Jari Vandendriessche","","15' Transect","Ad",1,"Cercopidae","Hemiptera",50.894154,2.837079,2023-05-27,"other","DIGITAF_FLANDERS:6ca0d05f6170aac9"
"158","Ie2","crtl",2,"Aricia agestis","","Jari Vandendriessche","","15' Transect","Ad",1,"Lycaenidae","Lepidoptera",50.894154,2.837079,2023-09-07,"butterflies","DIGITAF_FLANDERS:466253c8dbb8d3cc"
"159","Ie2","crtl",2,"Eupeodes corollae","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.894154,2.837079,2023-09-07,"syrphids","DIGITAF_FLANDERS:1605ddb299788ab5"
"160","Ie2","crtl",2,"Lasioglossum villosulum","","Jens D'Haeseleer","F","15' Transect","Ad",1,"Halictidae","Hymenoptera",50.894154,2.837079,2023-09-07,"bees","DIGITAF_FLANDERS:56fb2f99f668825b"
"161","Ie2","crtl",2,"Episyrphus balteatus","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",2,"Syrphidae","Diptera",50.894154,2.837079,2023-09-07,"syrphids","DIGITAF_FLANDERS:ecf630da199b68b6"
"162","Ie2","crtl",2,"Eristalis tenax","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",3,"Syrphidae","Diptera",50.894154,2.837079,2023-09-07,"syrphids","DIGITAF_FLANDERS:b875b888af4aa1d2"
"163","Ie2","crtl",2,"Pieris rapae","Sonchus","Jari Vandendriessche","","15' Transect","Ad",2,"Pieridae","Lepidoptera",50.894154,2.837079,2023-09-07,"butterflies","DIGITAF_FLANDERS:87ecc8ec09498fbe"
"164","Ie2","crtl",2,"Sphaerophoria scripta","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.894154,2.837079,2023-09-07,"syrphids","DIGITAF_FLANDERS:2b57a66c79769e8c"
"165","Ie2","tree",1,"Apis mellifera","Lapsana","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.892433,2.838647,2023-05-27,"bees","DIGITAF_FLANDERS:3c6bbaf1dc360aca"
"166","Ie2","tree",1,"Bombus pascuorum","Vicia","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.892433,2.838647,2023-05-27,"bees","DIGITAF_FLANDERS:ce8481b218c8562f"
"167","Ie2","tree",1,"Cephus spinipes","Lapsana","Augustijn De Ketelaere","F","15' Transect","Ad",1,"Cephidae","Hymenoptera",50.892433,2.838647,2023-05-27,"wasps","DIGITAF_FLANDERS:17fb2e56b5ce8562"
"168","Ie2","tree",1,"Eristalis tenax","Lapsana","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.892433,2.838647,2023-05-27,"syrphids","DIGITAF_FLANDERS:acabbc0527dc4af2"
"169","Ie2","tree",1,"Episyrphus balteatus","Ranunculus","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.892433,2.838647,2023-05-27,"syrphids","DIGITAF_FLANDERS:d5f6c909f5a36289"
"170","Ie2","tree",1,"Eupeodes corollae","Lapsana","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.892433,2.838647,2023-05-27,"syrphids","DIGITAF_FLANDERS:bd59d7c527922c5a"
"171","Ie2","tree",1,"Eristalis arbustorum","Lapsana","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.892433,2.838647,2023-05-27,"syrphids","DIGITAF_FLANDERS:b2c894051ff84ef6"
"172","Ie2","tree",1,"Scathophaga stercoraria","Lapsana","Jari Vandendriessche","","15' Transect","Ad",3,"Scathophagidae","Diptera",50.892433,2.838647,2023-05-27,"flies","DIGITAF_FLANDERS:3c161e3001de3255"
"173","Ie2","tree",1,"Syritta pipiens","Lapsana","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",3,"Syrphidae","Diptera",50.892433,2.838647,2023-05-27,"syrphids","DIGITAF_FLANDERS:25c34ce68ba37951"
"174","Ie2","tree",2,"Episyrphus balteatus","Tanacetum","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",2,"Syrphidae","Diptera",50.892433,2.838647,2023-09-07,"syrphids","DIGITAF_FLANDERS:253b0421e41f6e7b"
"175","Ie2","tree",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.892433,2.838647,2023-09-07,"butterflies","DIGITAF_FLANDERS:def3fcff71de73e7"
"176","Ie2","tree",2,"Colletes daviesanus/fodiens/similis","Tanacetum","Jari Vandendriessche","","15' Transect","Ad",1,"Colletidae","Hymenoptera",50.892433,2.838647,2023-09-07,"bees","DIGITAF_FLANDERS:b2bb7f14b2e6c0cf"
"177","Ie2","tree",2,"Eristalis tenax","Tanacetum","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.892433,2.838647,2023-09-07,"syrphids","DIGITAF_FLANDERS:bd815d23cc8287ed"
"178","L1","crtl",1,"Anthophora furcata","","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.818477,4.672386,2023-06-10,"bees","DIGITAF_FLANDERS:56d5deba851b8a13"
"179","L1","crtl",1,"Apis mellifera","Campanula","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.818477,4.672386,2023-06-10,"bees","DIGITAF_FLANDERS:d994c0b8de3cafc9"
"180","L1","crtl",1,"Oedemera nobilis","","Jari Vandendriessche","","15' Transect","Ad",1,"Oedemeridae","Coleoptera",50.818477,4.672386,2023-06-10,"beetles","DIGITAF_FLANDERS:44aafc0fa7f1a5c2"
"181","L1","crtl",1,"Cerceris arenaria","Aegopodium","Augustijn De Ketelaere","M","15' Transect","Ad",1,"Crabronidae","Hymenoptera",50.818477,4.672386,2023-06-10,"wasps","DIGITAF_FLANDERS:a8c8c33cd34861da"
"182","L1","crtl",1,"Chelostoma rapunculi","","Jens D'Haeseleer","F","15' Transect","Ad",1,"Megachilidae","Hymenoptera",50.818477,4.672386,2023-06-10,"bees","DIGITAF_FLANDERS:fcfa4038ea2d5615"
"183","L1","crtl",1,"Leptopterna dolabrata","Campanula","Jari Vandendriessche","","15' Transect","Ad",1,"Miridae","Hemiptera",50.818477,4.672386,2023-06-10,"other","DIGITAF_FLANDERS:2ad18b93739ebf48"
"184","L1","crtl",1,"Sphaerophoria scripta","Aegopodium, Campanula","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",2,"Syrphidae","Diptera",50.818477,4.672386,2023-06-10,"syrphids","DIGITAF_FLANDERS:9b54db4d376efd80"
"185","L1","crtl",1,"Sphaerophoria scripta","Campanula","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.818477,4.672386,2023-06-10,"syrphids","DIGITAF_FLANDERS:56a48ffa5b9a5874"
"186","L1","crtl",1,"Phyllopertha horticola","Rubus","Jari Vandendriessche","","15' Transect","Ad",1,"Scarabaeidae","Coleoptera",50.818477,4.672386,2023-06-10,"beetles","DIGITAF_FLANDERS:322cd138e725a291"
"187","L1","crtl",1,"Vespa crabro","","Jari Vandendriessche","","15' Transect","Ad",2,"Vespidae","Hymenoptera",50.818477,4.672386,2023-06-10,"wasps","DIGITAF_FLANDERS:621479bc358fefbd"
"188","L1","crtl",1,"Tachina fera","","Jari Vandendriessche","","15' Transect","Ad",1,"Tachinidae","Diptera",50.818477,4.672386,2023-06-10,"flies","DIGITAF_FLANDERS:904f99046f530b8b"
"189","L1","crtl",2,"Bombus pascuorum","Linaria","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.818477,4.672386,2023-09-06,"bees","DIGITAF_FLANDERS:9936a5d0990e3817"
"190","L1","crtl",2,"Pararge aegeria","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.818477,4.672386,2023-09-06,"butterflies","DIGITAF_FLANDERS:151e37300bc277be"
"191","L1","crtl",2,"Pieris rapae","Sonchus","Jari Vandendriessche","","15' Transect","Ad",2,"Pieridae","Lepidoptera",50.818477,4.672386,2023-09-06,"butterflies","DIGITAF_FLANDERS:6fd5aa2253f4366e"
"192","L1","tree",1,"Bombus hypnorum","Rubus","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.819168,4.673106,2023-06-10,"bees","DIGITAF_FLANDERS:ca71205fd6a4ea3b"
"193","L1","tree",1,"Bombus pratorum","Rubus","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.819168,4.673106,2023-06-10,"bees","DIGITAF_FLANDERS:fe114bfdc4b4eeb1"
"194","L1","tree",1,"Bombus terrestris/lucorum/magnus/cryptarum","Rubus","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.819168,4.673106,2023-06-10,"bees","DIGITAF_FLANDERS:c677a505eb46b306"
"195","L1","tree",1,"Lepidoptera indet.","",NA,"","15' Transect","Ad",1,NA,"Lepidoptera",50.819168,4.673106,2023-06-10,"butterflies","DIGITAF_FLANDERS:0639fd0b3d659be9"
"196","L1","tree",1,"Dioctria hyalipennis","","Jari Vandendriessche","","15' Transect","Ad",1,"Asilidae","Diptera",50.819168,4.673106,2023-06-10,"flies","DIGITAF_FLANDERS:840f66a662ccaec3"
"197","L1","tree",1,"Nemophora degeerella","","Jari Vandendriessche","","15' Transect","Ad",1,"Adelidae","Lepidoptera",50.819168,4.673106,2023-06-10,"butterflies","DIGITAF_FLANDERS:a4fe08c2b4a66b4b"
"198","L1","tree",1,"Eupeodes corollae","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.819168,4.673106,2023-06-10,"syrphids","DIGITAF_FLANDERS:e5238a910dd02feb"
"199","L1","tree",2,"Colletes hederae","","Jari Vandendriessche","","15' Transect","Ad",4,"Colletidae","Hymenoptera",50.819168,4.673106,2023-09-06,"bees","DIGITAF_FLANDERS:2b8a71ed187e1795"
"200","L1","tree",2,"Lindenius albilabris","","Augustijn De Ketelaere","F","15' Transect","Ad",1,"Crabronidae","Hymenoptera",50.819168,4.673106,2023-09-06,"wasps","DIGITAF_FLANDERS:5eb6933c4f54008d"
"201","L1","tree",2,"Eristalis tenax","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.819168,4.673106,2023-09-06,"syrphids","DIGITAF_FLANDERS:bbe46e78c17a2969"
"202","L1","tree",2,"Pararge aegeria","","Jari Vandendriessche","","15' Transect","Ad",2,"Nymphalidae","Lepidoptera",50.819168,4.673106,2023-09-06,"butterflies","DIGITAF_FLANDERS:f4600da0abd01dfa"
"203","L1","tree",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",2,"Pieridae","Lepidoptera",50.819168,4.673106,2023-09-06,"butterflies","DIGITAF_FLANDERS:c735eea785d3fc29"
"204","L1","tree",2,"Vanessa atalanta","","Jari Vandendriessche","","15' Transect","Ad",2,"Nymphalidae","Lepidoptera",50.819168,4.673106,2023-09-06,"butterflies","DIGITAF_FLANDERS:8583313d41fcc24d"
"205","L2","crtl",1,"Andrena bicolor","Matricaria","Jens D'Haeseleer","M","15' Transect","Ad",1,"Andrenidae","Hymenoptera",50.829258,4.671156,2023-06-10,"bees","DIGITAF_FLANDERS:be894d2a5c30f397"
"206","L2","crtl",1,"Apis mellifera","Matricaria","Jari Vandendriessche","","15' Transect","Ad",3,"Apidae","Hymenoptera",50.829258,4.671156,2023-06-10,"bees","DIGITAF_FLANDERS:62cfc29b91758d0b"
"207","L2","crtl",1,"Bombus lapidarius","Matricaria","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.829258,4.671156,2023-06-10,"bees","DIGITAF_FLANDERS:3aa4f9cbee020f48"
"208","L2","crtl",1,"Bombus vestalis","Matricaria","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.829258,4.671156,2023-06-10,"bees","DIGITAF_FLANDERS:4afc10df50a7d80a"
"209","L2","crtl",1,"Colletes daviesanus","Matricaria","Jens D'Haeseleer","F","15' Transect","Ad",2,"Colletidae","Hymenoptera",50.829258,4.671156,2023-06-10,"bees","DIGITAF_FLANDERS:9c50857f9a2582e8"
"210","L2","crtl",1,"Helophilus trivittatus","Matricaria","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.829258,4.671156,2023-06-10,"syrphids","DIGITAF_FLANDERS:f92f6228fd1f8735"
"211","L2","crtl",1,"Lindenius albilabris","Matricaria","Augustijn De Ketelaere","F","15' Transect","Ad",1,"Crabronidae","Hymenoptera",50.829258,4.671156,2023-06-10,"wasps","DIGITAF_FLANDERS:66601c46ea0221c7"
"212","L2","crtl",2,"Aglais io","","Jari Vandendriessche","","15' Transect","Ad",2,"Nymphalidae","Lepidoptera",50.829258,4.671156,2023-09-06,"butterflies","DIGITAF_FLANDERS:b081de9c282a2848"
"213","L2","crtl",2,"Vanessa atalanta","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.829258,4.671156,2023-09-06,"butterflies","DIGITAF_FLANDERS:75620f1b82e7946c"
"214","L2","crtl",2,"Pieris napi","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.829258,4.671156,2023-09-06,"butterflies","DIGITAF_FLANDERS:c0a28fe8a0c84c00"
"215","L2","crtl",2,"Apis mellifera","Erigon","Jari Vandendriessche","","15' Transect","Ad",16,"Apidae","Hymenoptera",50.829258,4.671156,2023-09-06,"bees","DIGITAF_FLANDERS:53835501ac0da82a"
"216","L2","crtl",2,"Aricia agestis","","Jari Vandendriessche","","15' Transect","Ad",1,"Lycaenidae","Lepidoptera",50.829258,4.671156,2023-09-06,"butterflies","DIGITAF_FLANDERS:e116068607bc3cf1"
"217","L2","crtl",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",2,"Pieridae","Lepidoptera",50.829258,4.671156,2023-09-06,"butterflies","DIGITAF_FLANDERS:4e283ac6f195161d"
"218","L2","crtl",2,"Stictopleurus punctatonervosus","Erigon","Jari Vandendriessche","","15' Transect","Ad",1,"Rhopalidae","Hemiptera",50.829258,4.671156,2023-09-06,"other","DIGITAF_FLANDERS:53c5737846d179e2"
"219","L2","tree",1,"Apis mellifera","Rubus","Jari Vandendriessche","","15' Transect","Ad",2,"Apidae","Hymenoptera",50.830441,4.670732,2023-06-10,"bees","DIGITAF_FLANDERS:c65d2b5bf616befa"
"220","L2","tree",1,"Bombus terrestris/lucorum/magnus/cryptarum","Rubus","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.830441,4.670732,2023-06-10,"bees","DIGITAF_FLANDERS:d8ab14a076f1268e"
"221","L2","tree",1,"Bombus hypnorum","Rubus","Jari Vandendriessche","","15' Transect","Ad",2,"Apidae","Hymenoptera",50.830441,4.670732,2023-06-10,"bees","DIGITAF_FLANDERS:72f2399d7b454e5d"
"222","L2","tree",1,"Bombus lapidarius","Rubus","Jari Vandendriessche","","15' Transect","Ad",2,"Apidae","Hymenoptera",50.830441,4.670732,2023-06-10,"bees","DIGITAF_FLANDERS:9f2a7ea50e253119"
"223","L2","tree",1,"Eristalis tenax","Rubus","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.830441,4.670732,2023-06-10,"syrphids","DIGITAF_FLANDERS:bf51a1a705c10e6d"
"224","L2","tree",2,"Aglais io","","Jari Vandendriessche","","15' Transect","Ad",2,"Nymphalidae","Lepidoptera",50.830441,4.670732,2023-09-06,"butterflies","DIGITAF_FLANDERS:da0827264dff64dd"
"225","L2","tree",2,"Eutolmus rufibarbis","","Jari Vandendriessche","","15' Transect","Ad",1,"Asilidae","Diptera",50.830441,4.670732,2023-09-06,"flies","DIGITAF_FLANDERS:94d2c211f5663eb4"
"226","L2","tree",2,"Colias croceus","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.830441,4.670732,2023-09-06,"butterflies","DIGITAF_FLANDERS:2432fe38bfa9372b"
"227","L2","tree",2,"Epicampocera succincta","","Jari Vandendriessche","","15' Transect","Ad",1,"Tachinidae","Diptera",50.830441,4.670732,2023-09-06,"flies","DIGITAF_FLANDERS:f044a30dce38703e"
"228","L2","tree",2,"Bombus pascuorum","Linaria, Urtica","Jari Vandendriessche","","15' Transect","Ad",3,"Apidae","Hymenoptera",50.830441,4.670732,2023-09-06,"bees","DIGITAF_FLANDERS:5e984e9d51b62385"
"229","L2","tree",2,"Panorpa vulgaris","","Jari Vandendriessche","","15' Transect","Ad",1,"Panorpidae","Mecoptera",50.830441,4.670732,2023-09-06,"other","DIGITAF_FLANDERS:06a1b863d08e5ea6"
"230","L2","tree",2,"Scathophaga stercoraria","Urtica","Jari Vandendriessche","","15' Transect","Ad",1,"Scathophagidae","Diptera",50.830441,4.670732,2023-09-06,"flies","DIGITAF_FLANDERS:d379e75d5d661d93"
"231","L2","tree",2,"Vanessa atalanta","","Jari Vandendriessche","","15' Transect","Ad",2,"Nymphalidae","Lepidoptera",50.830441,4.670732,2023-09-06,"butterflies","DIGITAF_FLANDERS:af7e190ab04a5076"
"232","Mb","crop",1,"Scathophaga stercoraria","","Jari Vandendriessche","","15' Transect","Ad",1,"Scathophagidae","Diptera",50.970043,3.755069,2023-06-14,"flies","DIGITAF_FLANDERS:a055bd50aaf398d0"
"233","Mb","crtl",1,"Aricia agestis","Matricaria","Jari Vandendriessche","","15' Transect","Ad",1,"Lycaenidae","Lepidoptera",50.969597,3.755234,2023-06-14,"butterflies","DIGITAF_FLANDERS:0176b76a458b6ae3"
